20170201 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170201 90502	62911	472343	16018809
20170201 221310	305336	1930974	16018125
20170201 150817	173376	1349401	16015117
20170201 170036	152568	787625	16007703
20170201 164739	162664	2056878	15994028
20170201 93834	207181	1044130	15991041
20170201 75039	132098	1366839	15980292
20170201 171007	126006	1050548	15967381
20170201 136984	76685	857965	15965496
20170201 237388	123332	975548	15962877
20170201 63155	212862	4681274	15959590
20170201 181049	328635	1991514	15949950
20170201 142762	74327	449171	15942688
20170201 110446	108515	523396	15941297
20170201 212528	136377	1830120	15929031
20170201 199101	169700	1165427	15926996
20170201 61715	346622	2749190	15925870
20170201 107308	133185	1040175	15925587
20170201 226984	293766	2051639	15915444
20170201 172724	164751	904041	15913188
20170201 90465	137074	1107313	15890063
20170201 170991	125656	1035294	15884176
20170201 212106	256920	1823874	15879350
20170201 200340	59932	837791	15879258
20170201 170988	131925	1137838	15873010
20170201 170103	139597	1055004	15869028
20170201 93980	125792	1079694	15864668
20170201 230160	201857	1674253	15853124
20170201 174042	186665	1616039	15850875
20170201 110231	256144	2162518	15840519
20170201 174767	120480	1262306	15828971
20170201 233301	135373	702413	15828128
20170201 179508	141891	1695915	15826291
20170201 9878	113547	1216220	15822634
20170201 170106	166445	863688	15805151
20170201 154553	241480	2621532	15787165
20170201 184696	171632	952471	15783999
20170201 562	211605	2502950	15780072
20170201 170020	162586	1313356	15779796
20170201 170776	123055	675992	15777843
20170201 141889	206844	2751804	15771969
20170201 202953	118256	1439041	15764003
20170201 170793	119911	677833	15747492
20170201 175581	163735	1128171	15744026
20170201 38296	220931	1302981	15735300
20170201 155904	308759	3141162	15735006
20170201 172576	103236	524410	15733038
20170201 170175	167881	876734	15731045
20170201 13976	321227	4622153	15727640
20170201 160024	163022	1189969	15710897
20170201 170547	146279	1011732	15682655
20170201 60236	143494	1935930	15682447
20170201 116773	134492	2754113	15674405
20170201 99286	110201	928514	15673363
20170201 236716	231773	1964138	15673186
20170201 132464	204755	3070838	15658618
20170201 218148	282198	1738780	15645069
20170201 106826	123280	755855	15642558
20170201 195459	167398	1102287	15633062
20170201 168780	164161	1387761	15632948
20170201 63599	126657	731568	15631539
20170201 2559	107312	1218800	15631454
20170201 207684	138595	1038430	15623310
20170201 145598	181958	1384856	15617064
20170201 519	239293	8928502	15615725
20170201 208612	172743	1994225	15611268
20170201 170770	114531	815803	15605791
20170201 196536	336370	2633650	15593245
20170201 159370	96233	1185739	15558137
20170201 100107	193730	2863309	15557646
20170201 170911	141071	1055870	15557250
20170201 170129	163968	1028519	15552251
20170201 205696	179331	730228	15545201
20170201 213620	215822	1314058	15534316
20170201 57086	119025	1516095	15518110
20170201 240472	91096	703746	15514181
20170201 114420	135810	1121501	15513111
20170201 91709	156180	780422	15492373
20170201 98403	194468	2191130	15483262
20170201 76567	229456	1902222	15471878
20170201 193311	180816	1082591	15469432
20170201 170794	118758	669522	15462909
20170201 108295	126501	689273	15457541
20170201 200946	174739	1364694	15455396
20170201 134609	227189	1759498	15453445
20170201 117385	54743	376718	15439520
20170201 238644	313876	2094699	15436893
20170201 88899	167799	1231429	15431720
20170201 76264	148948	1952517	15426599
20170201 235066	132209	1234921	15426279
20170201 228669	178117	1319898	15425569
20170201 170984	107623	866438	15421801
20170201 172457	133324	1710673	15418138
20170201 201883	168534	2213007	15398462
20170201 7472	163798	2354536	15391374
20170201 52714	168777	1557185	15391090
20170201 133184	146347	149	15366254
20170201 57673	204280	1594039	15351023
20170201 223545	290268	3140732	15341300
20170201 189337	145184	968770	15335788
20170201 143064	190157	873282	15331879
20170201 19389	161060	4351672	15312176
20170201 94048	98855	1220861	15312103
20170201 231422	195665	2283662	15301503
20170201 172178	154387	586209	15283529
20170201 226725	213960	1297810	15275050
20170201 158155	101600	657656	15261816
20170201 44240	826578	35784662	15259850
20170201 127459	165968	1419994	15257096
20170201 161145	153820	1106066	15254805
20170201 220691	86089	1244804	15242990
20170201 129173	146654	2189864	15234776
20170201 53732	117085	208574	15234018
20170201 12933	203244	2938817	15233863
20170201 118481	155029	1365855	15229780
20170201 69063	177114	1403512	15225899
20170201 110912	166132	1130267	15222046
20170201 2702	132562	2467718	15196540
20170201 94921	248942	2976462	15191817
20170201 112948	87623	737130	15190643
20170201 74945	346204	2605122	15187737
20170201 236372	111730	614463	15175193
20170201 202307	97768	1152057	15171105
20170201 217705	65168	522665	15170705
20170201 188101	160058	999445	15142071
20170201 170588	107753	1014998	15131610
20170201 198032	485511	5114140	15130765
20170201 134087	127271	1181195	15111039
20170201 193638	371635	3235946	15103457
20170201 102270	98898	578002	15086504
20170201 209208	201570	1400513	15085160
20170201 116938	121830	2197694	15052119
20170201 220521	80329	1186850	15044319
20170201 148708	97955	608737	15029241
20170201 183452	197626	1749026	15023250
20170201 170971	102785	945328	15020214
20170201 197420	199190	1501762	15012726
20170201 78115	170948	1287183	15012046
20170201 146548	215158	1645226	15002516
20170201 170249	152721	1400132	15001126
20170201 80452	171374	1340028	15000630
20170201 123040	147711	2148336	14993713
20170201 157009	142087	1153193	14985030
20170201 220317	172623	2222793	14976128
20170201 99129	102780	864488	14976018
20170201 124416	202391	1514402	14964922
20170201 148392	115925	2304234	14950665
20170201 130265	245225	2795310	14937850
20170201 109882	300720	7783344	14930067
20170201 224092	166391	1170666	14925062
20170201 190238	194796	1433888	14919433
20170201 228768	215040	1751416	14913683
20170201 183777	125397	690943	14907055
20170201 209951	128433	1020044	14900298
20170201 207726	336801	2500127	14890120
20170201 2815	303966	3755067	14886781
20170201 170977	115877	875083	14879957
20170201 170156	135785	817250	14872198
20170201 101029	189375	1222069	14871049
20170201 102779	392674	4280557	14866171
20170201 187299	206171	1972885	14841664
20170201 141399	135953	954975	14834048
20170201 142159	232611	1753195	14833643
20170201 909	189326	2011448	14832458
20170201 27870	143534	943951	14825668
20170201 200150	114718	1439638	14819506
20170201 244262	144739	1347780	14818151
20170201 94867	191942	1212356	14811222
20170201 170921	141818	1159464	14797932
20170201 196499	336635	2607018	14762652
20170201 225630	164167	1251557	14744699
20170201 70411	232370	1527645	14744649
20170201 228598	196474	1490600	14737407
20170201 155377	154098	974358	14736845
20170201 114459	124321	693676	14734429
20170201 150286	159501	1210460	14733687
20170201 105610	197900	1592508	14731796
20170201 215403	123502	2055236	14729870
20170201 225392	326049	2230023	14725970
20170201 233293	173641	1333055	14724313
20170201 199881	389816	5957127	14714006
20170201 236840	109772	738084	14701656
20170201 170402	182141	1026125	14696870
20170201 218291	248253	2058000	14694599
20170201 179717	31785	418353	14687201
20170201 102807	247312	2599910	14685758
20170201 197085	160471	993522	14680775
20170201 122770	421509	2197504	14675406
20170201 216456	124091	651329	14674968
20170201 32662	174977	1722327	14674159
20170201 17471	269496	3223007	14673022
20170201 97035	56569	551961	14669034
20170201 98464	158747	4123469	14663069
20170201 118535	148584	52329	14662222
20170201 220530	102197	1469707	14628602
20170201 170147	150903	855684	14625616
20170201 162386	170976	1252993	14625114
20170201 170407	205397	1396485	14620102
20170201 170107	131586	705365	14619585
20170201 61258	157187	1082870	14617630
20170201 171015	103071	959686	14611842
20170201 170242	160254	1579804	14611119
20170201 244418	243226	2035042	14606698
20170201 170138	135435	948538	14598491
20170201 177291	183434	1076888	14570533
20170201 223432	121270	432664	14558504
20170201 220960	180822	1638488	14554252
20170201 170161	154879	919729	14551618
20170201 19903	206919	1665911	14529807
20170201 171014	117316	914657	14523485
20170201 151040	161330	1281525	14521184
20170201 171464	150343	604713	14506181
20170201 3394	269572	2018661	14505143
20170201 130481	239110	3160425	14486621
20170201 210196	199785	2317773	14481517
20170201 43099	150637	1911839	14481154
20170201 170917	133669	1151442	14479371
20170201 21432	445600	3311183	14476880
20170201 81764	192247	1539210	14471913
20170201 170131	131695	1019047	14469804
20170201 195007	142009	1715416	14458532
20170201 170234	154780	1457816	14456549
20170201 69866	267909	1854485	14455842
20170201 209488	227292	1695915	14454528
20170201 179109	165101	1120638	14454096
20170201 148812	261090	2826462	14453234
20170201 218333	293784	1327392	14451719
20170201 182163	163799	3585610	14446594
20170201 100354	108733	629260	14439506
20170201 229925	141118	1415989	14439056
20170201 170114	146013	849863	14436131
20170201 129351	79079	789410	14433704
20170201 170552	132608	869921	14414947
20170201 87273	240998	2492064	14412274
20170201 148741	305130	1814672	14398474
20170201 15681	190190	2610522	14388182
20170201 170173	136821	890742	14387506
20170201 171019	96360	835772	14382074
20170201 230680	273218	1401453	14380706
20170201 220134	147709	937085	14380142
20170201 170523	126835	768158	14375049
20170201 206035	179582	2397154	14371259
20170201 214905	133281	781481	14369396
20170201 233272	174891	1241200	14368338
20170201 171787	175418	1554289	14367413
20170201 196563	106974	847022	14361992
20170201 170438	196674	1078950	14360588
20170201 11783	197216	4473035	14338889
20170201 170143	139138	964896	14338193
20170201 198637	311099	1748812	14327955
20170201 84031	149697	1985539	14325248
20170201 110952	112614	1428090	14310623
20170201 115166	112746	1394551	14296677
20170201 203734	127303	584028	14296330
20170201 170125	147353	911627	14295249
20170201 9642	244569	3039407	14290991
20170201 174934	142341	698044	14284184
20170201 44213	774964	37604370	14272804
20170201 66205	129259	2510733	14270435
20170201 195750	199418	1966016	14266539
20170201 64923	140648	1081027	14256981
20170201 155384	94129	710701	14250592
20170201 78111	179069	1154251	14249120
20170201 96264	171763	1879903	14248397
20170201 170998	120222	1035669	14225535
20170201 61563	247575	3069001	14215140
20170201 112768	180745	1452541	14205562
20170201 147472	68094	1316698	14203036
20170201 188873	129530	1602434	14195518
20170201 105671	174002	2048960	14194781
20170201 186192	244224	4363129	14194768
20170201 163943	166392	1154719	14189346
20170201 184803	163679	1897124	14180785
20170201 115721	247803	1984421	14172762
20170201 191589	585453	3074378	14169300
20170201 201319	56972	313612	14168752
20170201 13686	159881	2054131	14158968
20170201 4859	122202	1230318	14158788
20170201 76543	159385	2540644	14155962
20170201 131828	193000	2468210	14147150
20170201 56964	177995	3307300	14137665
20170201 25685	113805	1697727	14131599
20170201 23844	152568	1274317	14121284
20170201 88828	121763	968908	14108872
20170201 170433	245486	1268140	14107076
20170201 165334	193665	1999273	14105879
20170201 133229	154287	2138622	14099772
20170201 99151	156690	2080041	14099687
20170201 139171	210342	1770198	14094306
20170201 98768	191991	1029952	14084716
20170201 195499	191031	1733679	14077148
20170201 230078	246642	2872514	14070734
20170201 172425	138679	1477087	14069252
20170201 68736	114962	1008962	14067130
20170201 131260	784077	4653990	14064789
20170201 212858	134685	1881386	14048363
20170201 178568	126270	981109	14047289
20170201 187563	304434	1747972	14038944
20170201 194344	121019	777658	14032293
20170201 194828	105154	1119888	14030223
20170201 232310	116950	980141	14029698
20170201 8695	299040	4014043	14027228
20170201 123178	139937	847639	14027159
20170201 124705	252550	1311617	14020789
20170201 234052	131914	823634	14020746
20170201 135627	73196	823491	14019665
20170201 144441	91415	985042	14019259
20170201 170919	125223	807593	14017430
20170201 180835	175753	2013788	14006504
20170201 186277	145319	1148778	14001001
20170201 241523	100064	331787	13994175
20170201 186167	236206	1578886	13992843
20170201 238399	145609	1011325	13989441
20170201 243092	225318	2211314	13972494
20170201 194884	151887	1429527	13971527
20170201 115592	172600	1799142	13968517
20170201 216524	140887	848559	13967701
20170201 229598	131248	1328189	13960590
20170201 55965	218365	2071538	13960123
20170201 215438	124379	1015105	13959302
20170201 231720	169827	993732	13948860
20170201 185823	172197	1335054	13948144
20170201 19909	212628	1595306	13945860
20170201 96827	212056	2809388	13940084
20170201 139387	144992	1518779	13937468
20170201 71131	200341	1371005	13937170
20170201 228480	49119	557426	13931776
20170201 26164	216538	1371758	13920198
20170201 236344	120498	700611	13918708
20170201 214174	151637	1412571	13913012
20170201 243845	83390	533201	13912427
20170201 70558	169708	1806796	13904869
20170201 170548	130640	901786	13900267
20170201 226583	223299	1452081	13888237
20170201 797	191125	3031400	13884820
20170201 247444	231964	1406026	13883591
20170201 161820	128827	2295258	13883411
20170201 73227	172525	1164727	13879856
20170201 106915	104180	1067149	13879498
20170201 170983	106225	957589	13856610
20170201 105941	130611	900232	13854366
20170201 77109	92171	705994	13853448
20170201 222360	233521	2953357	13845672
20170201 153775	198285	2034817	13845019
20170201 158406	430053	3165585	13841438
20170201 81598	174236	588905	13819503
20170201 98330	237252	2837042	13815586
20170201 105085	139930	883337	13814586
20170201 225785	147584	1446189	13805531
20170201 217978	179428	1872389	13804774
20170201 242602	190096	1099264	13797083
20170201 170957	132150	730591	13796880
20170201 153782	213686	1859180	13784201
20170201 179224	152926	1251650	13782098
20170201 18939	178685	1891108	13767555
20170201 12969	243542	1829938	13764653
20170201 209623	165755	984470	13760083
20170201 236422	137009	1151593	13759930
20170201 147448	190230	1652552	13754624
20170201 175035	124894	1248352	13750114
20170201 1312	153490	1336084	13749621
20170201 131129	166833	1553845	13749101
20170201 69275	341056	3410234	13741727
20170201 230689	240317	1909510	13738941
20170201 230368	129423	1046162	13736308
20170201 31602	158640	1440814	13733943
20170201 174460	126418	920810	13733485
20170201 142162	244564	1404401	13732164
20170201 86548	140077	1136390	13726830
20170201 200777	190371	2251842	13724491
20170201 143694	235029	2986234	13718985
20170201 99449	143581	1335769	13716577
20170201 120995	128079	1556993	13710075
20170201 176212	157310	663945	13706777
20170201 231977	170843	1604623	13706185
20170201 170750	245398	1143560	13705836
20170201 135588	137957	920486	13705805
20170201 105650	138691	695178	13700759
20170201 170783	121864	655447	13687180
20170201 200273	188035	2146541	13664956
20170201 195559	90439	522534	13653889
20170201 79897	252361	3049328	13647217
20170201 128578	46324	609297	13637134
20170201 31161	174463	2079378	13630127
20170201 170996	108317	883022	13619770
20170201 126196	201715	1719128	13617874
20170201 103273	274161	5125711	13614154
20170201 231184	159169	1320637	13612509
20170201 157381	201463	1591735	13604557
20170201 99458	128456	1109825	13590572
20170201 82126	206650	2849787	13588887
20170201 60261	235321	2315348	13581839
20170201 176160	158196	1004565	13580017
20170201 164951	192114	2261938	13563721
20170201 107663	61787	357019	13549622
20170201 194969	151189	2138158	13549043
20170201 184705	155052	1166993	13545571
20170201 125807	206632	2463764	13540754
20170201 170158	107715	777423	13538375
20170201 235858	60347	993754	13536545
20170201 193636	244366	1849871	13523890
20170201 102382	157592	1105833	13513124
20170201 99770	155381	2453089	13509139
20170201 74123	191108	1225847	13505823
20170201 4392	177651	1638109	13501580
20170201 76770	183840	1861038	13488296
20170201 212087	150742	1203250	13485919
20170201 94407	147346	1020658	13483309
20170201 101240	171481	1115877	13483225
20170201 130940	65891	1148191	13474540
20170201 174049	213044	3408560	13473169
20170201 63677	91191	424080	13471127
20170201 90243	205401	1708751	13470728
20170201 170954	122030	771935	13469765
20170201 130880	149543	1296964	13460242
20170201 226819	113887	652283	13439795
20170201 217312	172977	1870388	13437670
20170201 58731	139458	1841227	13436448
20170201 170915	106634	591937	13427399
20170201 193269	139474	1006352	13413814
20170201 149696	133262	669805	13413399
20170201 185243	169808	895296	13408136
20170201 20783	202541	1680047	13397622
20170201 175125	169994	1825504	13387295
20170201 219359	199936	1554358	13387230
20170201 181268	120556	1612360	13386624
20170201 22271	158658	1181732	13377125
20170201 215834	217678	1503031	13375912
20170201 213484	131212	768575	13362643
20170201 132164	131563	816571	13360934
20170201 94916	105087	1210131	13354462
20170201 211245	171272	1006997	13353811
20170201 73162	192236	3548510	13352894
20170201 132520	126800	995479	13352776
20170201 176079	153442	4424281	13346861
20170201 18531	259734	1530219	13344806
20170201 224357	188943	1989655	13337706
20170201 23317	145190	1531095	13331599
20170201 220294	86058	1185256	13323062
20170201 233091	153147	1900613	13313350
20170201 92914	273882	2706570	13312666
20170201 222478	111790	939729	13312329
20170201 2416	158302	2941793	13307337
20170201 156402	201695	1005562	13303301
20170201 172102	261397	1938413	13301338
20170201 122808	133474	998458	13299258
20170201 175803	148908	1231360	13295418
20170201 195168	209691	2306270	13290150
20170201 227668	148298	1008152	13288386
20170201 197796	209892	1220898	13285683
20170201 78390	183079	986768	13278159
20170201 91275	151556	1723056	13277763
20170201 170111	148875	877530	13274439
20170201 170243	143786	1408965	13274188
20170201 241099	97842	613038	13273979
20170201 171016	111521	960721	13269791
20170201 44254	761837	35757802	13263501
20170201 222221	208311	1488746	13258509
20170201 194248	123329	1207412	13254301
20170201 5856	95209	1870223	13244600
20170201 181492	96630	1361778	13242671
20170201 125911	225877	1567464	13240474
20170201 204256	121805	1490274	13235332
20170201 215671	140522	1078996	13234990
20170201 87676	255324	2968598	13233512
20170201 170964	121284	746791	13232800
20170201 104294	150872	1745561	13226407
20170201 134746	168324	1861195	13226372
20170201 191315	168677	854492	13211585
20170201 140855	153084	2391129	13210794
20170201 200808	183240	1503555	13210037
20170201 195049	231142	3819153	13203134
20170201 170428	185434	1322474	13196268
20170201 17619	336852	3422617	13195278
20170201 206366	91577	1242956	13195269
20170201 42880	141545	1696828	13191369
20170201 130761	237301	1324384	13186838
20170201 215074	57719	525868	13185262
20170201 230118	83242	965856	13178573
20170201 87891	62339	689176	13175843
20170201 203653	203530	1852490	13174840
20170201 95625	153723	1176430	13169878
20170201 141864	170751	1648067	13154355
20170201 215700	115075	781917	13149693
20170201 88912	162758	1310907	13146796
20170201 391	142329	1493443	13144368
20170201 154817	179775	2656187	13143521
20170201 167027	225352	1498663	13143460
20170201 162384	84556	694427	13140817
20170201 193545	178380	861165	13132360
20170201 75035	112994	1249224	13130199
20170201 105870	107644	1131500	13128914
20170201 4907	609998	33791536	13126731
20170201 228865	126412	1055577	13125459
20170201 235595	141499	885649	13122940
20170201 88084	122520	1309105	13121421
20170201 82916	199173	2615094	13118227
20170201 219131	65697	595284	13113554
20170201 170293	213670	1123702	13107842
20170201 168817	70742	952986	13105715
20170201 207709	77949	984326	13104527
20170201 177119	247063	1408653	13090747
20170201 193605	119913	2360309	13087854
20170201 170152	136333	865042	13079242
20170201 198095	215110	1828282	13070182
20170201 48952	154082	2054256	13065836
20170201 100145	146037	1254027	13061112
20170201 63772	209243	4272658	13056267
20170201 81979	127408	969012	13041386
20170201 149497	92382	532287	13040752
20170201 208873	122913	948706	13039100
20170201 151345	90965	834540	13036329
20170201 606	131682	1312534	13035425
20170201 196010	124373	1272936	13023530
20170201 143027	112775	793015	13022904
20170201 201412	147653	1679868	13018303
20170201 149987	96654	751870	13017645
20170201 136403	113761	1812950	13017073
20170201 75679	176286	962940	13012591
20170201 180803	169114	2070217	13008747
20170201 140018	158009	1707544	13000032
20170201 206715	190594	1363544	12987641
20170201 157786	150972	1300920	12986808
20170201 189080	90875	658909	12980510
20170201 143726	125086	1305077	12980271
20170201 56330	225716	2896050	12974671
20170201 157824	116187	1023167	12970251
20170201 71437	117676	1188381	12949063
20170201 231848	206267	1587481	12948497
20170201 172271	125826	1896170	12940561
20170201 125454	89284	706577	12929597
20170201 188616	146026	1759695	12929198
20170201 170520	137699	843912	12925275
20170201 96072	166999	1572818	12917217
20170201 170500	88709	651234	12903577
20170201 110649	199855	1365119	12889544
20170201 170912	154328	899006	12885400
20170201 160328	88480	794957	12883873
20170201 94538	110155	982116	12874843
20170201 217820	183211	1161723	12865493
20170201 170567	131960	992526	12853631
20170201 94871	149427	1647169	12850690
20170201 167922	175727	1137579	12844695
20170201 78314	166025	1978863	12833257
20170201 175228	125739	890073	12828125
20170201 172994	227803	2189590	12816087
20170201 143255	174132	1127943	12813251
20170201 64918	60724	107715	12811198
20170201 116671	167341	1956222	12811193
20170201 187121	70470	387613	12805099
20170201 231091	139401	1076312	12788319
20170201 217159	113112	597611	12783370
20170201 181509	113575	1597329	12777795
20170201 44219	731005	35198048	12774777
20170201 176368	100478	757463	12766436
20170201 193707	126907	396553	12762467
20170201 249688	100471	642311	12740052
20170201 225237	86280	816780	12738707
20170201 235398	110315	946017	12737573
20170201 91454	96391	1135407	12731208
20170201 148241	77291	1864455	12727565
20170201 128151	109964	1105859	12726447
20170201 235021	163042	1574519	12724118
20170201 159717	129014	950552	12706189
20170201 189208	141556	1469325	12697496
20170201 207643	120962	2864592	12695454
20170201 218256	117395	786103	12692783
20170201 214551	80723	840986	12690473
20170201 212114	112578	551109	12670800
20170201 129472	94911	759666	12669429
20170201 105250	188713	4026470	12661587
20170201 171445	96788	1070628	12655081
20170201 11613	103398	1438837	12653303
20170201 136717	195211	1875599	12648155
20170201 197461	151333	1226442	12646638
20170201 94913	191642	1603574	12640578
20170201 196548	139895	1208815	12635439
20170201 217275	104252	889041	12620164
20170201 232462	165179	1013669	12618886
20170201 35739	65095	125709	12593728
20170201 205538	164053	2423516	12587651
20170201 112531	101652	748360	12585973
20170201 1313	281142	3541829	12585798
20170201 71459	108898	646677	12561657
20170201 172504	89652	1285621	12554152
20170201 24738	146371	1441798	12545123
20170201 177320	149579	1843759	12532093
20170201 202915	96680	1255807	12521579
20170201 8380	434795	7702164	12519980
20170201 75755	174581	1414575	12512892
20170201 135534	84485	879131	12508811
20170201 200426	362690	2188333	12507811
20170201 118030	155212	1184566	12506617
20170201 196297	133510	1575419	12506216
20170201 71433	262927	1635090	12500694
20170201 176143	164460	2409401	12489173
20170201 221315	124838	794548	12488580
20170201 223092	163054	941349	12467133
20170201 215478	98858	1237179	12462142
20170201 220532	84612	1342818	12461545
20170201 231244	60955	597492	12449876
20170201 6754	113111	933605	12442349
20170201 223954	115389	906109	12428237
20170201 54981	103431	1565785	12427380
20170201 170502	126281	1191783	12426880
20170201 60194	113500	1097777	12414176
20170201 199751	49471	218808	12407596
20170201 179270	235027	2753532	12407433
20170201 1494	203966	2406593	12401519
20170201 170133	130942	825628	12400305
20170201 170778	94853	621099	12392091
20170201 189024	187596	1272981	12387936
20170201 117747	130472	1145044	12385222
20170201 241063	115759	556925	12371485
20170201 158862	93679	789718	12367642
20170201 110877	164507	3600423	12366852
20170201 142208	139549	1813012	12365031
20170201 201416	313083	8815300	12363904
20170201 169776	125240	1154030	12362150
20170201 180025	147940	1188559	12351725
20170201 72799	150393	1991832	12333501
20170201 123997	168585	2323602	12332492
20170201 15763	180081	1705499	12327074
20170201 226983	292837	1630354	12321945
20170201 12277	137262	1205955	12314759
20170201 218429	110619	672208	12313121
20170201 189216	96358	1178317	12309282
20170201 196557	125602	1235840	12300019
20170201 132452	69815	1100775	12296129
20170201 170938	107729	730324	12285670
20170201 236457	81198	534108	12278704
20170201 151353	119365	748420	12276338
20170201 75051	144512	994403	12275054
20170201 139903	215758	2307438	12274065
20170201 170124	125310	810920	12272331
20170201 44214	696152	33314542	12268959
20170201 125337	108672	629445	12256321
20170201 212689	65954	412958	12255402
20170201 91516	53161	870709	12254312
20170201 106807	246648	1987315	12251867
20170201 225052	176050	1978310	12248172
20170201 162206	107057	650633	12245140
20170201 159634	153692	1275825	12241517
20170201 166204	104325	403528	12239470
20170201 107980	195258	1834973	12239297
20170201 225350	102441	941070	12234336
20170201 170551	97428	881291	12224377
20170201 242279	120518	51210	12221805
20170201 106222	129986	1576445	12220029
20170201 62599	108920	859017	12217693
20170201 199535	133299	1448612	12212021
20170201 196742	207883	2404826	12211756
20170201 9196	184332	2620543	12210459
20170201 227119	78305	431932	12204421
20170201 112678	203849	1634984	12201985
20170201 198031	195354	1544645	12199354
20170201 113994	195020	2751223	12185553
20170201 170555	121098	838725	12169926
20170201 208526	161181	1137126	12169301
20170201 170553	113678	738193	12155975
20170201 223715	193208	923711	12153484
20170201 241241	530211	3111209	12150553
20170201 235025	97932	1026302	12148545
20170201 227549	86793	797185	12146800
20170201 75057	142627	1296942	12136287
20170201 145238	169923	1314712	12131178
20170201 204242	195272	1397043	12127672
20170201 139172	172594	1124304	12125636
20170201 137312	227640	2075839	12122037
20170201 158371	173056	2458188	12116600
20170201 130277	174778	1439366	12104640
20170201 72250	112073	2193240	12103402
20170201 101148	103646	809242	12094693
20170201 170557	111504	676516	12091307
20170201 2932	136123	1382079	12091155
20170201 138967	162646	2354554	12083941
20170201 139169	163924	1688960	12083751
20170201 556	194236	1752326	12083367
20170201 40522	168371	1644157	12073136
20170201 185916	106348	1085763	12050426
20170201 83405	225942	2931698	12032462
20170201 116775	108826	620823	12028670
20170201 209334	123029	797957	12028467
20170201 191223	359455	3597154	11998138
20170201 91799	152876	1491074	11995653
20170201 184184	160275	2423936	11991017
20170201 121893	96961	481906	11986192
20170201 102689	99919	928513	11982483
20170201 170549	126377	668647	11975828
20170201 180316	145665	1505662	11971228
20170201 206358	88327	1074040	11968910
20170201 170112	163055	1057375	11962951
20170201 173919	57471	482092	11948163
20170201 207313	94659	723331	11948040
20170201 107638	135393	3491075	11946799
20170201 239266	115790	1226962	11934341
20170201 208807	98004	1119411	11932761
20170201 87602	154737	1125768	11928581
20170201 225699	294700	2397121	11918924
20170201 158441	230917	1742571	11914630
20170201 74749	117146	150149	11913307
20170201 178585	253575	1157242	11908422
20170201 125642	89399	1562956	11907729
20170201 83701	122413	594004	11902855
20170201 118254	61146	622594	11899068
20170201 159640	168102	1128453	11898465
20170201 87265	84416	1963177	11896696
20170201 132484	180487	1134643	11894283
20170201 220672	73700	931045	11893360
20170201 180452	121868	1723624	11876800
20170201 76450	141739	1055420	11863315
20170201 163032	130563	1204866	11863106
20170201 73075	72570	446595	11858660
20170201 173140	105346	1160122	11857494
20170201 225932	103497	1217531	11854206
20170201 189379	118476	1368144	11849460
20170201 103082	70729	421578	11847253
20170201 138157	149378	1251934	11836627
20170201 243205	102700	644783	11836540
20170201 105005	119516	628874	11834995
20170201 170946	141586	837025	11827843
20170201 134749	134868	1276672	11826088
20170201 76973	84118	668966	11822289
20170201 188788	116498	816502	11821112
20170201 13609	179270	2901599	11808935
20170201 230852	67369	308419	11805525
20170201 226458	198308	1897603	11792952
20170201 92780	102799	1234240	11786851
20170201 157728	101582	1256760	11785359
20170201 190891	168207	1077652	11784907
20170201 237664	121724	1010670	11779966
20170201 221639	166553	1398544	11778940
20170201 88379	139290	1112983	11777891
20170201 4300	143359	1918589	11776981
20170201 69583	99239	455198	11766045
20170201 11257	89305	910170	11759852
20170201 39637	196233	900770	11759557
20170201 207717	136545	4110662	11750161
20170201 57552	122879	1164281	11742921
20170201 20624	144054	1213722	11737266
20170201 13928	98516	1226905	11735701
20170201 138806	66467	907229	11735347
20170201 70290	148727	1872507	11733059
20170201 170934	96360	903238	11725494
20170201 240090	136564	1203757	11725316
20170201 12527	197292	3365400	11724694
20170201 175168	51688	675017	11724435
20170201 170405	155751	937317	11718609
20170201 223677	130268	903775	11717416
20170201 205394	144554	1136442	11716207
20170201 147040	116458	937192	11707779
20170201 4954	204130	2670397	11700474
20170201 210075	87367	1203724	11691297
20170201 132931	157489	1081748	11687994
20170201 201558	119525	1247330	11687278
20170201 111308	133874	1013343	11686657
20170201 186862	188877	1500306	11684386
20170201 170932	112523	814368	11683458
20170201 213375	81529	667502	11682987
20170201 170237	134158	1481800	11680382
20170201 108827	124067	830363	11674636
20170201 218945	143349	961217	11672359
20170201 221471	49384	289107	11666721
20170201 72729	106277	1477095	11666204
20170201 73034	118724	1740508	11665499
20170201 212254	68673	764938	11654358
20170201 201397	110538	1333783	11652875
20170201 16859	114675	2096604	11651854
20170201 170992	83055	677883	11647888
20170201 188809	137879	1268139	11643084
20170201 170120	111435	766374	11641650
20170201 214407	110757	470670	11635909
20170201 208246	131475	1829755	11632563
20170201 177470	78134	1087935	11623001
20170201 108135	139386	1130418	11620403
20170201 209782	115500	685303	11619105
20170201 135642	143590	1158483	11615692
20170201 133767	71897	655567	11605207
20170201 219496	155961	1316073	11597397
20170201 214821	179735	1970380	11592568
20170201 136559	92288	582961	11587222
20170201 108329	78418	916749	11583436
20170201 1613	131838	1851934	11571107
20170201 109904	64021	553964	11565215
20170201 121953	139211	2484738	11555240
20170201 243422	248733	2244956	11553331
20170201 165954	136471	1181860	11548957
20170201 151077	119797	2188648	11546892
20170201 171035	111857	1068940	11546048
