20170301 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170301 170357	470610	3020815	63922432
20170301 253392	576989	5381035	63879607
20170301 170006	509756	3770828	63847943
20170301 98790	493338	5332819	63837834
20170301 170292	785064	4987473	63824585
20170301 170070	480383	2806223	63742663
20170301 227218	869762	6081772	63669275
20170301 174751	444084	5930274	63612582
20170301 127319	683486	7388857	63552809
20170301 82869	698138	14867889	63357717
20170301 106083	667467	14895103	63346239
20170301 222168	1037989	6087503	63204255
20170301 25705	393540	2379053	63199891
20170301 3619	631031	5742471	63162002
20170301 252910	568505	3757069	63090637
20170301 2369	731372	5764091	62964191
20170301 198524	578207	3413576	62948380
20170301 97036	664703	5186362	62900737
20170301 72105	662023	6234430	62801745
20170301 170072	456941	3354794	62715280
20170301 170009	483495	3152911	62539003
20170301 134588	687256	8444584	62417846
20170301 170942	488041	2952609	62321946
20170301 244209	571402	4722459	62309639
20170301 170677	476307	4593535	62304546
20170301 73063	493389	4636147	62177972
20170301 73083	583549	4446046	62120203
20170301 11777	692753	9404282	62113277
20170301 42077	613153	13159449	62066755
20170301 233473	909274	6382951	62040196
20170301 77086	710568	6229863	62032558
20170301 184811	1516305	17330748	62001486
20170301 217005	321211	5322583	61891908
20170301 172724	572399	3802249	61878387
20170301 107368	257520	4336322	61871727
20170301 256049	578725	4643497	61799262
20170301 170000	461701	3045505	61782978
20170301 157674	604089	5310508	61662375
20170301 214255	611722	4304241	61591146
20170301 14374	675019	6016591	61516659
20170301 45168	858014	6919119	61512085
20170301 5029	969388	10916539	61510774
20170301 69617	827232	7704795	61499318
20170301 115166	498676	7564270	61456574
20170301 170332	502928	2432318	61453261
20170301 152214	523715	5150082	61318750
20170301 53962	592051	7462018	61318389
20170301 102878	625053	3442541	61279351
20170301 36005	522074	3847584	61193734
20170301 170519	595464	4338478	61115596
20170301 248575	848235	6769743	61092005
20170301 73089	373750	3161906	61069333
20170301 214044	795200	12670227	61000740
20170301 255581	409645	2150907	60959574
20170301 65571	556513	7608211	60950184
20170301 212728	791794	4725332	60685199
20170301 58260	1186572	9081298	60623175
20170301 103143	572451	3570483	60614014
20170301 200565	307430	3990912	60592345
20170301 116773	358680	6309446	60526085
20170301 77422	478149	4570646	60502002
20170301 170010	515777	3359736	60484548
20170301 108731	864325	12111248	60469783
20170301 237553	451432	5652838	60402388
20170301 146597	733613	9401452	60394057
20170301 119219	446637	94680	60268917
20170301 220540	295542	4415561	60179791
20170301 125749	932485	10929890	59911570
20170301 74224	954808	9984255	59842839
20170301 3505	595031	7512981	59727963
20170301 18415	668251	5041388	59564730
20170301 101095	2050063	21620905	59510736
20170301 112948	210786	3515423	59484257
20170301 172538	530000	3479943	59195582
20170301 213792	310717	5213902	59150794
20170301 12273	490183	5853379	59102309
20170301 1410	1048447	13259752	58916656
20170301 201442	681524	2924559	58906834
20170301 93964	910493	8028401	58850503
20170301 93421	528892	7675986	58847339
20170301 236077	379389	5245632	58836979
20170301 133788	716739	5802877	58790815
20170301 231643	716733	4375948	58777610
20170301 118661	413979	7123555	58726139
20170301 215478	328714	3770451	58602808
20170301 158459	1055646	13420663	58518470
20170301 154273	452830	2268087	58512665
20170301 195449	650972	6439442	58510420
20170301 214080	604974	5361139	58327834
20170301 116348	1077602	8896731	58323746
20170301 184815	532978	8149567	58309624
20170301 252670	635805	7054912	58272604
20170301 90422	759105	6827242	58266533
20170301 170663	468695	4594501	58234547
20170301 137766	1593859	14498934	58214174
20170301 118947	644587	4634132	58205363
20170301 179556	290455	1674282	58135513
20170301 169998	417055	2610857	58135078
20170301 133425	680457	8821959	58129092
20170301 81017	792459	11773181	58052298
20170301 185704	582011	4343371	58032428
20170301 170350	573522	3026457	57922584
20170301 65573	465814	4173443	57906401
20170301 98341	534750	6234776	57783199
20170301 170518	483520	3041361	57759974
20170301 73169	335585	3941139	57739884
20170301 184813	1224296	10203225	57654578
20170301 232326	505847	5804561	57646205
20170301 170571	685293	4071087	57618040
20170301 274738	97681	924904	57595434
20170301 114940	707804	5863073	57368106
20170301 170065	472586	2948531	57335827
20170301 101029	560423	3415344	57307994
20170301 125125	1004658	9263543	57269506
20170301 83814	340409	5213417	57264038
20170301 187630	535441	7167873	57237662
20170301 22151	719522	6096959	57217408
20170301 229926	489676	6473945	57136933
20170301 244684	607100	5317714	56976028
20170301 122328	607365	8309371	56951022
20170301 171068	498227	3903945	56944824
20170301 170001	486702	3299358	56900088
20170301 161187	450631	3221035	56812413
20170301 170081	413390	2685518	56761393
20170301 240948	201640	2221702	56686195
20170301 209432	687055	5370265	56632127
20170301 97255	526796	5616348	56611973
20170301 82215	695000	9212468	56589694
20170301 92267	451407	2839744	56504933
20170301 105345	580074	2899020	56426162
20170301 170319	750842	5012494	56372238
20170301 199211	722781	6792553	56351308
20170301 170323	507378	2626995	56251978
20170301 170074	469147	3216160	56249594
20170301 120389	364142	9123044	56233228
20170301 71148	541030	9640100	56191206
20170301 117483	907309	21029550	56147555
20170301 68545	594778	9871207	56090772
20170301 128090	539091	9033995	55938684
20170301 100756	817644	11915829	55883543
20170301 194361	863162	6330757	55790435
20170301 194977	503509	5211135	55786621
20170301 211770	308411	2452505	55779114
20170301 74092	1286428	12503122	55747276
20170301 180345	238016	1152685	55712813
20170301 252010	1003530	7242091	55706093
20170301 249551	542235	3988604	55668834
20170301 134691	570923	8109531	55632474
20170301 82916	473546	5850078	55551251
20170301 109021	416318	3679467	55430823
20170301 2179	1038550	10402498	55295497
20170301 75041	458617	4376650	55221228
20170301 245816	599467	6450615	55068144
20170301 149300	498924	4523108	54996256
20170301 106993	525511	4067565	54993166
20170301 121813	442363	5841516	54986037
20170301 111308	503920	3818196	54912677
20170301 220706	857239	7932794	54892974
20170301 138712	716071	9509078	54861548
20170301 62771	1030262	6919445	54851463
20170301 229131	345249	4290463	54847324
20170301 126671	473542	3940339	54804884
20170301 231050	531200	2774162	54776343
20170301 175319	491612	3332512	54752401
20170301 112724	541965	5585718	54750004
20170301 207917	683988	9649249	54738776
20170301 18103	574206	6152886	54654906
20170301 178697	1130954	7246132	54632359
20170301 154923	327316	3321776	54615560
20170301 170346	533605	2694930	54579739
20170301 209904	243948	3540407	54501508
20170301 54328	401082	8035119	54484570
20170301 170667	427335	4185356	54459599
20170301 129578	239763	3148921	54332221
20170301 120482	646305	3514124	54311988
20170301 73168	629704	3903529	54293926
20170301 219499	687124	4670343	54231193
20170301 172767	391252	3391214	54230334
20170301 189076	635090	5698833	54212807
20170301 170334	471447	2564067	54153020
20170301 69769	824847	30428748	54138005
20170301 72250	324948	3875161	54095967
20170301 142323	559671	5298607	54081257
20170301 219022	416200	1879287	53945324
20170301 159590	502485	2318752	53899167
20170301 188873	437466	5239297	53871971
20170301 11418	548166	4217487	53761597
20170301 19843	511742	8331603	53754641
20170301 110050	515795	4520552	53723335
20170301 188937	339558	4226135	53720788
20170301 247913	458905	2240143	53697105
20170301 70736	390742	3534370	53564009
20170301 223484	265833	1636411	53512187
20170301 262038	257651	2166599	53496061
20170301 155018	577280	2395166	53487715
20170301 55673	812669	8247011	53297603
20170301 249248	533469	3287096	53286101
20170301 110971	703821	8832381	53210977
20170301 238866	615336	2694641	53208252
20170301 215452	211166	1298330	53167804
20170301 170356	455948	2236625	53082211
20170301 117090	513507	5048593	53072304
20170301 37122	1229623	13728197	53050341
20170301 170574	395280	2875017	53026315
20170301 101200	211596	1444707	52934567
20170301 162911	610155	5936011	52852303
20170301 55621	327307	7178831	52833716
20170301 105671	584321	7954456	52825527
20170301 110506	364057	5151533	52822642
20170301 251444	457614	4026414	52808461
20170301 220080	289127	4174406	52790070
20170301 96730	410390	6921524	52788888
20170301 94179	433016	4683726	52763452
20170301 2256	783247	7350460	52734870
20170301 157017	672440	8348088	52730371
20170301 103280	721782	6821133	52712296
20170301 257841	452897	2614972	52675578
20170301 76003	284704	2300127	52557627
20170301 179366	499664	2720361	52535284
20170301 83702	502425	154314	52501524
20170301 137088	522725	5734607	52416514
20170301 115528	266664	3845318	52413086
20170301 128398	386566	7615828	52377635
20170301 155511	237500	2935628	52249988
20170301 47862	538038	7824003	52224637
20170301 220672	324196	3306699	52116564
20170301 237136	484245	2340396	52088702
20170301 235123	809014	11624846	52029095
20170301 33390	638081	4573716	51953776
20170301 144702	465141	2562070	51931999
20170301 25685	507429	8270862	51877046
20170301 243824	465520	4533200	51788187
20170301 240202	579889	4534239	51733352
20170301 5266	1007467	8733282	51691956
20170301 183765	493311	2529511	51684086
20170301 146832	557463	7847843	51673920
20170301 206666	509777	3866063	51656992
20170301 183896	266838	4456328	51506686
20170301 175918	590953	9976465	51482285
20170301 170325	425798	2461322	51477601
20170301 172126	605966	4040427	51463910
20170301 214629	534400	3342672	51462968
20170301 180344	313120	5740415	51428157
20170301 116982	626383	6265301	51413475
20170301 265033	359637	1649852	51373539
20170301 98416	227770	3876464	51365918
20170301 107283	737220	8009339	51304403
20170301 170073	454339	2868267	51267125
20170301 55692	698254	14526168	51192689
20170301 145931	639081	4599118	51107753
20170301 183480	940895	16330908	51046567
20170301 61541	422206	6065603	51015815
20170301 194239	528527	3202312	50984707
20170301 184819	394383	3949720	50847834
20170301 4323	763135	10017203	50823759
20170301 90489	2030968	21072721	50811738
20170301 205130	695749	8991888	50805829
20170301 66365	321592	3357597	50786160
20170301 75043	571235	5402168	50738054
20170301 270350	319656	1993458	50731241
20170301 16399	713593	10950986	50610324
20170301 170076	454283	2909615	50595073
20170301 90051	848919	10212013	50574652
20170301 170414	743327	5478825	50564862
20170301 204315	2498587	16553807	50541704
20170301 136178	962327	6715021	50409167
20170301 92301	476397	4631484	50308251
20170301 163804	581131	2783613	50251034
20170301 258510	415380	2639665	50156525
20170301 170355	431910	2736061	50133785
20170301 93011	303168	2023711	50081214
20170301 250013	461736	3868528	50009128
20170301 143513	1031487	7291225	49970146
20170301 68193	920907	16018982	49967714
20170301 219106	428863	3291024	49911794
20170301 220526	249596	3591663	49861645
20170301 256419	445578	4923989	49851682
20170301 170078	418654	2683454	49672802
20170301 118871	710412	5925168	49605036
20170301 170575	447194	3371549	49591842
20170301 11101	753272	8158465	49508488
20170301 195343	589411	4894075	49450780
20170301 22949	625037	6458577	49450736
20170301 107238	996586	13892406	49400489
20170301 200825	718584	8975522	49392368
20170301 73107	456909	3065646	49389322
20170301 201943	376840	6544557	49272042
20170301 170326	398305	1981548	49242731
20170301 171058	384277	3395181	49230193
20170301 224266	502056	6708443	49189124
20170301 170965	448890	3435160	49174842
20170301 11959	994761	10555356	49147311
20170301 52957	552467	18871354	49102997
20170301 250800	312806	1664114	49099235
20170301 72558	828462	8164767	49062444
20170301 42625	441046	5768629	49026977
20170301 73160	381490	2117708	48968382
20170301 42673	448578	5795586	48967858
20170301 139888	570992	10039024	48966990
20170301 157382	810353	6863636	48956746
20170301 70982	543509	7017100	48955543
20170301 91164	854881	6682716	48916729
20170301 251587	306395	2014177	48877618
20170301 202986	862330	5217480	48832865
20170301 170008	389474	2582826	48823340
20170301 219221	298533	1777601	48786038
20170301 42731	450721	5188557	48767971
20170301 246290	350099	3191472	48766245
20170301 102801	860734	8574905	48715577
20170301 70048	642501	7448791	48698435
20170301 65589	606648	26735288	48596367
20170301 149936	498439	5287152	48559721
20170301 189948	460745	4404325	48547362
20170301 170064	357567	2403592	48524188
20170301 65640	325677	3379061	48486449
20170301 10690	461840	8063719	48452491
20170301 2325	579203	9876495	48446886
20170301 193530	299135	2535178	48396572
20170301 223816	369133	2191081	48364958
20170301 87472	691726	7859114	48363222
20170301 141870	531214	6173913	48331395
20170301 71850	433294	3646744	48315204
20170301 220544	246350	3363026	48246719
20170301 251807	591578	8133900	48220711
20170301 213224	799063	5655650	48220628
20170301 26765	550361	7517414	48188865
20170301 176279	259110	4831325	48164402
20170301 250284	415587	2565573	48069973
20170301 73163	638239	3917471	48022115
20170301 103669	487341	5104689	48002946
20170301 170307	657563	4247372	47956990
20170301 275513	80612	508022	47943815
20170301 32081	549820	6800941	47896309
20170301 139430	424071	5981359	47828691
20170301 78223	375719	4484655	47772415
20170301 85326	916053	10294821	47735997
20170301 31596	378472	4630062	47716728
20170301 248838	914168	6936413	47709520
20170301 131071	533328	3695076	47673395
20170301 238644	675019	4364363	47664126
20170301 83306	592484	11693163	47611160
20170301 170075	427579	2768516	47525556
20170301 187312	525824	4042541	47505029
20170301 83663	518965	4664650	47492577
20170301 192943	482280	3891194	47480783
20170301 170303	648469	4172844	47375976
20170301 116936	493685	6243065	47349648
20170301 198039	768389	7579806	47314089
20170301 145727	451281	4738639	47167924
20170301 249329	525858	3337817	47137640
20170301 170311	720126	5548119	47099726
20170301 108480	419510	4451956	47095478
20170301 129505	953153	8687319	47067238
20170301 129132	382396	3296465	47049346
20170301 47149	471911	10785059	47047311
20170301 276513	250925	1357762	47043544
20170301 88156	563830	8736272	47023438
20170301 189159	329516	4551291	47013122
20170301 170333	400626	2464573	46837002
20170301 228800	518529	2711048	46836608
20170301 124067	479908	6114598	46748695
20170301 239154	466362	6440640	46696365
20170301 222550	530742	5221868	46676595
20170301 100620	772776	10933650	46668568
20170301 228887	1723903	12882886	46668413
20170301 280768	217201	1379818	46635905
20170301 220536	231296	3791394	46632207
20170301 211202	452199	2484995	46585238
20170301 107555	415412	2974628	46539647
20170301 102756	789237	11208875	46482633
20170301 109106	816026	6483405	46431955
20170301 237761	695029	4728861	46402940
20170301 137790	251525	2606004	46388452
20170301 168769	610368	4061098	46360222
20170301 170413	533642	2624277	46325067
20170301 73166	635763	3617751	46281822
20170301 184970	230109	3018074	46267699
20170301 184810	871552	11129884	46252156
20170301 231618	334340	2248231	46188815
20170301 220937	380236	2746303	46169402
20170301 70828	821867	10437523	46153128
20170301 76034	492042	3138108	46056822
20170301 249746	732933	5442538	46044143
20170301 7583	493948	4361160	46040279
20170301 96589	358473	2928232	46021440
20170301 199290	554536	4082757	46011010
20170301 102753	431868	5281760	45999633
20170301 137476	519040	5005480	45985956
20170301 16859	310219	6552720	45972169
20170301 89900	600435	8049544	45968699
20170301 146855	561191	4622699	45965002
20170301 57963	323341	3350556	45897156
20170301 66931	596964	11020829	45894114
20170301 213572	513368	4191477	45889269
20170301 239729	349449	2691507	45846815
20170301 73149	420556	2393242	45794837
20170301 78244	734774	9217466	45773529
20170301 142762	288075	1701556	45731896
20170301 217635	874207	5288753	45709515
20170301 187299	776244	7861933	45638579
20170301 27401	640731	8186189	45589596
20170301 634	832709	20518210	45560097
20170301 159533	552044	3808966	45529360
20170301 100454	548381	4972922	45512265
20170301 126023	369677	4857735	45488355
20170301 209134	425276	3112097	45481143
20170301 188355	736789	7006930	45458486
20170301 170316	538190	4059127	45457009
20170301 50906	586475	9853598	45428766
20170301 170151	358048	2849247	45402185
20170301 170011	360777	2558649	45317305
20170301 230736	304371	1603869	45166715
20170301 253856	202888	1217867	45155575
20170301 205437	241719	2791088	45109327
20170301 59042	433133	6192370	45104609
20170301 170336	402237	2300859	45075161
20170301 98713	959868	10241089	44986078
20170301 219942	411151	3127684	44979110
20170301 245493	598653	4240781	44952067
20170301 170324	399809	2092615	44945259
20170301 229025	290179	4217623	44934595
20170301 63514	346284	4012915	44895628
20170301 241581	503534	3587704	44885882
20170301 114188	354966	4095567	44836485
20170301 198048	775189	9750728	44805601
20170301 248720	431009	6070235	44766337
20170301 170308	549244	3298839	44762170
20170301 212109	682800	6224818	44761059
20170301 30174	316349	2368864	44760085
20170301 167033	415768	6320337	44712906
20170301 228599	600147	5358110	44681933
20170301 165883	470114	3317589	44672058
20170301 184276	574489	7151187	44644005
20170301 177161	510150	2851369	44620688
20170301 213272	859703	5691706	44581173
20170301 235395	641766	4384456	44554565
20170301 113179	398692	4987687	44550131
20170301 129643	276160	4293048	44512539
20170301 85731	351647	3941224	44479726
20170301 113874	825879	4305354	44316064
20170301 196133	563603	6958741	44301088
20170301 4001	687742	8435862	44270057
20170301 128460	590944	6096345	44257172
20170301 170358	399271	1979976	44244782
20170301 229590	453349	3715451	44221229
20170301 170572	461053	3566778	44180384
20170301 134749	394275	4103796	44167985
20170301 220691	234621	2861192	44160155
20170301 170092	405308	3841428	44144860
20170301 220512	287427	3750762	44125598
20170301 80993	436100	14212439	44111817
20170301 200966	302041	4563060	44104311
20170301 126769	481565	6422247	44073443
20170301 191656	286237	3988026	44062370
20170301 120377	523748	3248560	44059354
20170301 100753	667437	7591907	44048661
20170301 85428	358508	4427909	44028057
20170301 170352	362878	1947940	44011014
20170301 75718	945375	6924452	44008194
20170301 119184	469307	7480059	43998128
20170301 519	575339	19693589	43958552
20170301 147262	422238	5231316	43936800
20170301 170071	415168	2987983	43916461
20170301 250008	341368	2509865	43903483
20170301 160609	821815	7025473	43882743
20170301 250314	478902	2264996	43874774
20170301 100867	343377	5987452	43841368
20170301 154793	590232	11606326	43833948
20170301 129408	538034	8166612	43807330
20170301 174042	426383	3758998	43802848
20170301 170339	377080	2001158	43792724
20170301 239683	335223	2143809	43787253
20170301 59138	301735	3775290	43730443
20170301 6242	851925	11639029	43665211
20170301 120000	352393	2461318	43607376
20170301 170014	350130	2503008	43570003
20170301 140099	322250	2187290	43548999
20170301 249072	357542	2067437	43521854
20170301 167469	537957	3800861	43504948
20170301 80468	637487	3908806	43459827
20170301 21789	361108	7232576	43446840
20170301 231079	316654	3889112	43432935
20170301 100106	349787	6457279	43418434
20170301 170335	368711	1968275	43388261
20170301 176988	314245	2859894	43385938
20170301 287097	332158	4175085	43333254
20170301 207779	202749	1984201	43329852
20170301 110545	289485	2224545	43216672
20170301 170349	303771	1790014	43186602
20170301 170341	346306	2008968	43161349
20170301 81579	336991	4248672	43138834
20170301 238692	511204	4782828	43132216
20170301 158664	468691	6566472	43110247
20170301 1440	1425789	6654072	43101907
20170301 240578	422138	3534878	43065743
20170301 170095	384085	3416211	43039245
20170301 198422	639672	3993453	43014783
20170301 213836	447496	2806752	43014361
20170301 51853	353955	2043380	43008331
20170301 211256	341690	2952145	42990505
20170301 241241	1858829	12138816	42985614
20170301 143906	356305	7178455	42984381
20170301 163572	528384	8496763	42979735
20170301 217431	569099	4642548	42953919
20170301 170763	306549	2195741	42948890
20170301 5565	384291	2955746	42938922
20170301 69241	432361	5636136	42935397
20170301 250642	246976	1481683	42904642
20170301 121407	399182	2305345	42879455
20170301 139825	518001	6499141	42851897
20170301 94402	1101295	11819358	42847164
20170301 176191	422116	4433659	42842726
20170301 266078	295461	1298809	42831382
20170301 122180	284630	4140531	42753038
20170301 85682	348778	3651295	42615353
20170301 222360	638815	8612424	42585981
20170301 5020	287276	4370239	42485539
20170301 244967	138351	607032	42474800
20170301 70801	493655	3317271	42461634
20170301 170310	642856	3934341	42446558
20170301 170207	154492	1001634	42437371
20170301 170289	639711	4240828	42425688
20170301 99735	471862	5146008	42240240
20170301 170423	455589	2871853	42190489
20170301 65628	766932	15149370	42150007
20170301 9082	538022	10129807	42125796
20170301 2546	323532	3722935	42102045
20170301 132037	765576	16714714	42086595
20170301 247067	441211	1472648	42012125
20170301 6754	417479	2803999	41903300
20170301 170297	548089	2974133	41876521
20170301 170293	486007	3159778	41830170
20170301 261103	309812	2094751	41811130
20170301 170338	381857	1922296	41803866
20170301 205141	479954	5409808	41768882
20170301 186085	491943	4196259	41647823
20170301 143421	692081	5824557	41647534
20170301 965	470048	4727468	41637079
20170301 170759	320305	1579363	41594327
20170301 170755	350564	1975231	41569701
20170301 64097	672484	4553359	41569322
20170301 186616	629387	5108568	41547415
20170301 227007	655250	5914073	41490234
20170301 212757	250634	3832324	41438098
20170301 220532	236234	3655055	41412849
20170301 170027	382594	3539065	41382497
20170301 171070	320189	2755555	41309294
20170301 250111	567087	2868939	41271836
20170301 170766	308554	2276619	41243812
20170301 198459	552825	2368223	41203538
20170301 113523	549135	10095406	41180027
20170301 98340	340052	5118666	41157452
20170301 170329	383969	2125091	41069654
20170301 170085	381567	3370115	41068739
20170301 218099	444896	2768446	40993541
20170301 170171	316946	2377078	40963006
20170301 113879	746459	12641700	40959989
20170301 170348	357399	1813521	40956806
20170301 126050	1091966	18237367	40930664
20170301 184235	257259	5392817	40920064
20170301 81955	351703	3890287	40897716
20170301 253357	484220	3670166	40888598
20170301 213867	431847	3225486	40871772
20170301 117227	565375	6988989	40865474
20170301 238472	608963	4505659	40844088
20170301 249020	818593	5873309	40834940
20170301 181092	455289	4658185	40811665
20170301 41836	227010	1283484	40787234
20170301 5435	297960	3030987	40769947
20170301 133268	582504	13258951	40754298
20170301 204472	498601	4698700	40739517
20170301 207733	226370	2219024	40659388
20170301 169644	532567	6559097	40620260
20170301 1495	339270	3631922	40615571
20170301 170342	371715	2131882	40610661
20170301 106377	220617	2789009	40582323
20170301 170926	197444	1454957	40547760
20170301 231977	548885	5476313	40518663
20170301 170360	453238	2350865	40482940
20170301 204181	686413	10066558	40437959
20170301 170331	386839	2097730	40421063
20170301 5649	672149	14634316	40416088
20170301 143759	448172	2478014	40390113
20170301 9196	392200	4884350	40383409
20170301 37841	379660	7864384	40319720
20170301 238318	459188	3448442	40216817
20170301 11590	577936	13398300	40211788
20170301 214849	720833	6025774	40164160
20170301 27870	358008	3212129	40161912
20170301 221208	346689	2253881	40132258
20170301 185243	274677	1366439	40112979
20170301 170781	245204	1556393	40077591
20170301 212617	513121	5575619	40071812
20170301 247814	312704	1910042	39973360
20170301 170023	418069	4412154	39972074
20170301 140361	459029	3951879	39968019
20170301 117504	399758	1590746	39930824
20170301 257647	314646	3232904	39917147
20170301 195568	548615	6785219	39915450
20170301 2443	490639	4225966	39865898
20170301 170025	342353	3166937	39837310
20170301 170305	577504	3270611	39827165
20170301 227042	329510	2843635	39818471
20170301 202162	743068	7164697	39783645
20170301 133076	365167	3820023	39760798
20170301 199896	453168	4003618	39750170
20170301 57104	150447	840444	39740385
20170301 207722	281382	6924552	39725546
20170301 21207	484926	5374681	39701016
20170301 76578	535699	6950275	39663010
20170301 85624	444178	3320229	39640045
20170301 220294	249422	4279690	39635640
20170301 249714	409020	1828350	39633586
20170301 129739	315993	1407373	39577128
20170301 25224	224284	2365536	39555749
20170301 223312	643482	19303869	39549046
20170301 15719	558487	7801008	39516771
20170301 198311	571152	20740163	39436334
20170301 170773	261147	1438686	39356345
20170301 2691	257056	3982073	39355417
20170301 256089	490143	4013960	39354883
20170301 42845	442966	8269027	39338595
20170301 114012	587404	4126131	39337712
20170301 148870	95487	1309474	39298960
20170301 131894	387947	4867716	39294881
20170301 99309	539512	4067400	39272060
20170301 239918	521648	6220492	39216083
20170301 109379	470075	5490980	39187991
20170301 237259	421484	4357111	39158141
20170301 132764	368731	2842154	39117817
20170301 170420	556504	3862920	39093172
20170301 170345	365591	2111245	39053457
20170301 236467	673762	4355380	39049588
20170301 225299	583388	8752736	39020716
20170301 171057	354364	3025326	38991908
20170301 213984	529206	11619895	38961757
20170301 87865	672806	14522416	38961501
20170301 170287	529392	3746849	38940323
20170301 238278	343638	2319935	38933105
20170301 118030	328302	3316650	38917336
20170301 131085	418861	4711506	38897241
20170301 224059	315180	3879667	38891102
20170301 170304	533879	3592320	38889350
20170301 270441	366959	4311630	38761611
20170301 170299	519517	3328016	38753355
20170301 247713	385739	2020804	38747947
20170301 117922	419959	2943181	38730054
20170301 170031	336293	3215783	38717027
20170301 25526	246174	1729816	38672988
20170301 8695	575071	6814649	38660110
20170301 251759	166158	902730	38630104
20170301 170573	375809	3299513	38608926
20170301 195843	366990	3731332	38591448
20170301 212805	400654	2032049	38535133
20170301 171543	423051	5717769	38533214
20170301 171061	319635	2691410	38531079
20170301 170318	497298	3331973	38519131
20170301 171065	286268	2406204	38501300
20170301 71505	399326	7247908	38491213
20170301 69490	481055	5676353	38438816
20170301 163335	428722	4291597	38423282
20170301 170306	638910	4116745	38412212
20170301 135572	576714	5033537	38411830
20170301 85472	455857	3017805	38401509
20170301 276109	365137	2034744	38400298
20170301 242063	297224	1879195	38388252
20170301 130459	340096	3002508	38387893
20170301 70361	305999	2814526	38370746
20170301 129469	315400	3217041	38360503
20170301 70934	488244	5467321	38328551
20170301 170090	345425	3459293	38210141
20170301 173042	233300	1934098	38181335
20170301 157009	279509	3254668	38154300
20170301 72810	708165	3684951	38124041
20170301 170320	461357	3144914	38114131
20170301 228480	139377	1415884	38094710
20170301 242685	171588	1344501	38046340
20170301 252900	325272	2365883	38035710
20170301 220471	202890	2540490	38009963
20170301 170047	644537	3329458	37997486
20170301 108278	240475	3585080	37928800
20170301 30149	233853	1910524	37894914
20170301 248400	544973	4320228	37846183
20170301 256037	229495	1690463	37763428
20170301 170017	333457	3831237	37719844
20170301 170290	540608	3838733	37715898
20170301 256480	533309	5232176	37713464
20170301 10318	474991	3507424	37679647
20170301 171063	310126	2785208	37648543
20170301 196345	216643	1263200	37625108
20170301 71665	490813	7561482	37605168
20170301 200359	334359	2808705	37573279
20170301 107601	358480	5561929	37556634
20170301 170028	347099	3537482	37543967
20170301 170426	602934	4465348	37535262
20170301 99888	389095	2156199	37530598
20170301 186632	414930	4575433	37493557
20170301 88457	436440	6723379	37471993
20170301 170313	517287	3243831	37455163
20170301 185073	333432	2416629	37413973
20170301 225230	285098	2121212	37380594
20170301 40649	586113	8352508	37288016
20170301 170312	489883	3297109	37280752
20170301 128330	170746	1744231	37267088
20170301 195905	503417	4601970	37256247
20170301 252149	129093	852663	37244339
20170301 194138	413272	3625845	37218972
20170301 182505	331941	3807721	37210352
20170301 143901	490294	19864083	37196247
20170301 170155	313537	2179769	37180865
20170301 254911	366121	2188700	37132422
20170301 212846	286156	1992504	37128164
20170301 178428	536441	4809102	37117934
20170301 153835	340181	3540991	37102421
20170301 170295	529514	3270191	37082071
20170301 203108	200056	2141200	37071870
20170301 237664	399409	3300591	37060384
20170301 73180	237658	2270020	37053182
20170301 234886	515832	3798168	36927296
20170301 220516	202800	3515880	36918062
20170301 151489	296378	990564	36892347
20170301 256313	1134235	14088530	36891886
20170301 170422	541042	3780929	36835622
20170301 36519	337420	2735441	36819086
20170301 165156	524706	2555871	36777200
20170301 173613	705133	5706568	36765009
20170301 94690	447913	6905668	36758983
20170301 188136	210064	1084364	36728941
20170301 97078	553717	5304249	36704456
20170301 170157	285416	2143912	36693566
20170301 119550	258769	1523776	36665796
20170301 164739	282810	3347510	36641937
20170301 220317	469024	5168227	36617723
20170301 71323	385445	4173397	36591445
20170301 161231	439876	2595592	36534100
20170301 194463	394937	3463596	36512533
20170301 233891	302614	1721419	36506166
20170301 213564	398582	3172281	36451795
20170301 127372	663113	4552113	36400665
20170301 219163	394532	3300197	36376319
20170301 56330	557576	6781283	36350589
20170301 188913	464029	4406594	36300666
20170301 196742	433617	4338321	36282193
20170301 240528	257017	1961231	36271242
20170301 109882	673049	14608033	36251044
20170301 2282	698660	9363147	36244359
20170301 149066	557614	6995316	36234536
20170301 241099	208951	1278028	36216532
20170301 170016	341449	3465341	36199265
20170301 214618	309788	3437884	36165110
20170301 170435	421479	3845158	36130172
20170301 2663	524986	7900425	36127487
20170301 61643	390951	5940979	36123510
20170301 74123	476015	3504681	36095423
20170301 170083	353702	3406322	36084168
20170301 171071	278845	2564495	36076602
20170301 165119	401287	7082134	36059802
20170301 7794	478508	8740805	36058997
20170301 34848	312765	1963704	36058926
20170301 948	546024	6630305	36033447
20170301 23666	576693	14020178	36027138
20170301 260116	504201	5415606	36014208
20170301 76247	351950	3241346	36002636
20170301 236604	262899	1704353	35985788
20170301 146548	438501	3272990	35961127
20170301 8017	346378	4204754	35946079
20170301 125797	1079224	15051351	35922754
20170301 249694	736496	10135558	35842602
20170301 107980	433898	4610885	35839543
20170301 220537	198723	3117616	35818169
20170301 277169	148681	839718	35772227
20170301 111174	343968	6308878	35762022
20170301 107401	400804	3771986	35760322
20170301 147140	509705	3543949	35741424
