20170301 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170301 157509	120	4826	4958
20170301 134894	41	759	4958
20170301 277744	75	1655	4958
20170301 88858	89	3128	4956
20170301 235085	59	8066	4956
20170301 210057	81	5835	4955
20170301 110923	111	11606	4955
20170301 172196	57	2110	4954
20170301 191647	94	1510	4953
20170301 165854	67	2973	4952
20170301 16489	106	4269	4952
20170301 198833	175	2815	4952
20170301 195662	57	1404	4951
20170301 62841	90	2830	4951
20170301 218889	43	496	4951
20170301 244737	242	9691	4950
20170301 93405	99	6376	4950
20170301 175680	111	1513	4950
20170301 246334	69	2357	4949
20170301 231187	54	4683	4949
20170301 292455	33	283	4949
20170301 85031	68	700	4948
20170301 30093	88	10793	4947
20170301 204246	130	1614	4947
20170301 183957	77	1490	4945
20170301 238500	148	7637	4944
20170301 184136	107	5392	4944
20170301 259645	168	6980	4943
20170301 90971	103	12494	4943
20170301 126519	60	926	4943
20170301 88189	187	1974	4943
20170301 130118	62	1615	4942
20170301 162475	114	4197	4942
20170301 173170	115	3354	4942
20170301 288799	126	2282	4941
20170301 187842	46	473	4940
20170301 169979	77	3397	4940
20170301 223601	113	2548	4940
20170301 196040	125	4329	4940
20170301 125307	89	8610	4939
20170301 195064	114	7189	4939
20170301 116577	139	4354	4938
20170301 17407	188	2844	4938
20170301 238131	90	3437	4938
20170301 243921	175	29477	4936
20170301 207403	108	3116	4936
20170301 129315	116	4942	4936
20170301 117078	25	587	4936
20170301 103171	133	2711	4935
20170301 223410	131	8304	4935
20170301 33149	64	1307	4934
20170301 229458	66	1121	4933
20170301 258373	31	2452	4933
20170301 83120	44	2726	4932
20170301 82212	129	6682	4931
20170301 96901	64	4087	4931
20170301 114530	91	739	4930
20170301 287325	199	21721	4929
20170301 122254	69	1908	4929
20170301 144203	116	2157	4929
20170301 18398	61	295	4929
20170301 248175	45	2647	4929
20170301 114209	75	2188	4928
20170301 238802	73	2415	4927
20170301 293825	37	2184	4927
20170301 198906	77	2703	4927
20170301 166893	55	1184	4926
20170301 185372	153	1856	4926
20170301 189138	67	8282	4926
20170301 200083	87	2580	4926
20170301 225238	121	819	4926
20170301 286637	146	4079	4925
20170301 99657	127	2238	4925
20170301 132463	48	3465	4924
20170301 193785	61	1599	4923
20170301 3923	440	1761	4922
20170301 151465	51	2130	4921
20170301 141750	104	2697	4921
20170301 190047	69	1253	4920
20170301 264680	138	5946	4919
20170301 205466	76	844	4919
20170301 199059	145	4012	4918
20170301 214210	122	1470	4917
20170301 240140	99	2245	4917
20170301 258280	48	2727	4916
20170301 269103	187	3626	4916
20170301 98302	123	6669	4916
20170301 277991	375	982	4916
20170301 62691	105	5605	4915
20170301 286973	22	2892	4914
20170301 17152	47	4772	4914
20170301 236293	52	558	4913
20170301 204037	190	7014	4913
20170301 171766	107	6510	4913
20170301 256947	111	5420	4912
20170301 117820	130	7220	4911
20170301 243990	91	2432	4911
20170301 169508	62	2318	4910
20170301 34885	60	1904	4910
20170301 150155	104	2122	4910
20170301 215412	74	1338	4910
20170301 68538	109	3756	4910
20170301 163867	130	2231	4909
20170301 105461	71	623	4909
20170301 165364	87	1510	4909
20170301 129845	160	4274	4908
20170301 244243	29	530	4908
20170301 185515	56	2270	4907
20170301 191983	52	2090	4907
20170301 222419	123	9086	4907
20170301 143552	80	2263	4905
20170301 114482	48	2251	4905
20170301 159552	52	1690	4904
20170301 174347	132	2698	4904
20170301 83681	77	2481	4902
20170301 175806	101	2187	4902
20170301 156817	46	1019	4901
20170301 103726	76	1653	4901
20170301 6195	110	408	4900
20170301 125603	124	10916	4900
20170301 261958	86	2951	4899
20170301 232135	144	3988	4899
20170301 236768	31	1418	4898
20170301 115307	74	2222	4897
20170301 221792	77	3592	4897
20170301 149453	76	5125	4897
20170301 231666	51	632	4897
20170301 130603	45	1037	4896
20170301 234122	96	1350	4894
20170301 90298	121	3468	4894
20170301 252521	101	1977	4894
20170301 161740	68	4169	4893
20170301 162640	95	2960	4893
20170301 232440	74	1372	4893
20170301 264585	248	9095	4892
20170301 148556	79	1002	4892
20170301 160594	74	2077	4891
20170301 105584	100	5154	4891
20170301 185232	148	8607	4890
20170301 262850	79	3548	4890
20170301 164320	73	300	4890
20170301 101705	143	5840	4889
20170301 181022	70	3105	4889
20170301 239686	102	1674	4888
20170301 203715	60	1004	4888
20170301 76710	84	2045	4888
20170301 203072	107	1663	4887
20170301 237020	31	748	4887
20170301 79835	89	975	4887
20170301 288439	29	649	4885
20170301 217320	91	2778	4885
20170301 890	133	5016	4885
20170301 208286	103	3605	4885
20170301 114601	743	37891	4884
20170301 38542	54	483	4883
20170301 69066	149	3644	4883
20170301 238842	127	1404	4883
20170301 154103	87	1486	4882
20170301 153016	42	4052	4882
20170301 230523	103	4189	4881
20170301 219898	73	1878	4881
20170301 184016	86	1557	4881
20170301 232460	46	3285	4881
20170301 198415	108	3472	4880
20170301 82303	115	11771	4880
20170301 81170	59	5834	4879
20170301 113788	219	5858	4879
20170301 156644	68	3129	4879
20170301 210359	47	5142	4879
20170301 134468	84	1286	4878
20170301 72430	76	1162	4878
20170301 138901	51	735	4877
20170301 271528	64	718	4876
20170301 295153	110	2028	4876
20170301 99184	77	1765	4876
20170301 175977	109	3925	4876
20170301 253706	195	12802	4875
20170301 192172	104	1153	4875
20170301 211438	100	2588	4875
20170301 85434	44	555	4874
20170301 243307	200	8307	4874
20170301 293241	60	1858	4874
20170301 238749	83	3664	4873
20170301 134613	123	7797	4872
20170301 247890	150	6575	4871
20170301 78565	125	4924	4870
20170301 100837	102	867	4869
20170301 187734	70	1076	4868
20170301 185702	111	5825	4867
20170301 230676	87	1262	4867
20170301 202232	60	4837	4867
20170301 197874	72	4077	4866
20170301 147626	94	4363	4865
20170301 140883	90	4614	4865
20170301 175820	81	5374	4865
20170301 79705	75	889	4864
20170301 173774	25	385	4864
20170301 92353	79	3460	4864
20170301 144209	128	3960	4863
20170301 262867	24	393	4863
20170301 20529	155	2150	4863
20170301 124601	120	2284	4862
20170301 159140	121	3531	4861
20170301 222269	108	2042	4860
20170301 179451	81	4804	4860
20170301 122849	90	998	4860
20170301 166835	164	4457	4860
20170301 66623	71	1866	4859
20170301 264083	41	3753	4858
20170301 64157	108	3074	4858
20170301 213687	84	1989	4857
20170301 166694	91	2491	4856
20170301 190989	86	3188	4855
20170301 83502	70	2099	4855
20170301 101956	126	10771	4854
20170301 217408	82	4090	4854
20170301 19918	100	529	4853
20170301 272511	116	2455	4853
20170301 151939	117	10525	4853
20170301 228873	51	2078	4852
20170301 47653	109	7904	4852
20170301 103672	50	2703	4851
20170301 194610	39	2418	4851
20170301 122264	104	1337	4851
20170301 229628	253	4514	4849
20170301 201736	74	1814	4847
20170301 10361	187	5814	4847
20170301 248819	27	676	4846
20170301 157994	64	4030	4845
20170301 99957	115	2513	4845
20170301 116956	84	2163	4845
20170301 196173	70	3567	4845
20170301 98151	63	8741	4845
20170301 171992	61	1155	4844
20170301 199655	56	2093	4844
20170301 74799	59	2408	4844
20170301 185279	37	1000	4843
20170301 10728	47	794	4843
20170301 273581	273	2594	4843
20170301 157393	86	2015	4842
20170301 221311	119	11305	4842
20170301 293873	107	3000	4841
20170301 121088	42	1383	4841
20170301 127630	90	1897	4840
20170301 282627	88	1619	4839
20170301 127244	220	15108	4839
20170301 186472	117	2236	4838
20170301 241148	148	5400	4837
20170301 148902	43	1676	4837
20170301 227981	92	3217	4837
20170301 258227	66	1842	4836
20170301 276211	58	709	4836
20170301 129873	71	3389	4836
20170301 288813	62	1614	4835
20170301 215241	61	1109	4834
20170301 152914	162	1769	4834
20170301 190683	177	5325	4834
20170301 238884	112	2754	4834
20170301 133672	187	3560	4833
20170301 271978	120	2406	4833
20170301 187097	98	4393	4831
20170301 138817	106	1161	4829
20170301 87904	67	3002	4829
20170301 254364	96	1891	4828
20170301 184519	135	2456	4828
20170301 186087	85	3519	4826
20170301 120475	318	9926	4826
20170301 146655	120	6353	4826
20170301 79596	69	5387	4826
20170301 200179	129	3198	4823
20170301 116535	82	3460	4822
20170301 283597	112	2485	4822
20170301 179652	127	1887	4822
20170301 94850	108	10117	4821
20170301 181048	90	5083	4821
20170301 184919	50	4575	4821
20170301 189088	135	4796	4820
20170301 154365	157	18169	4820
20170301 209775	33	993	4818
20170301 49703	125	5500	4818
20170301 152081	146	3438	4817
20170301 200657	95	2310	4816
20170301 118714	159	13673	4816
20170301 208751	108	11408	4816
20170301 158080	150	11757	4815
20170301 85172	87	6277	4815
20170301 277701	112	3562	4815
20170301 178479	68	3707	4814
20170301 192453	53	528	4813
20170301 115071	102	3334	4813
20170301 211856	81	2358	4813
20170301 92220	99	1841	4813
20170301 246329	85	5150	4812
20170301 178111	198	4859	4811
20170301 227911	49	205	4811
20170301 281097	61	1185	4811
20170301 140415	56	1953	4811
20170301 74479	139	12770	4811
20170301 4079	91	23103	4810
20170301 166971	50	1772	4810
20170301 188765	56	425	4809
20170301 196082	146	2644	4808
20170301 263339	73	612	4808
20170301 134159	199	4018	4807
20170301 202717	81	6499	4807
20170301 70839	55	3969	4807
20170301 236525	78	811	4806
20170301 172143	51	3145	4805
20170301 148445	147	5000	4805
20170301 176062	148	6741	4804
20170301 110595	28	40	4804
20170301 262564	55	2125	4803
20170301 70408	131	5128	4803
20170301 108361	26	1111	4802
20170301 255390	148	4857	4802
20170301 97200	97	1170	4801
20170301 249917	122	3145	4801
20170301 82060	85	3001	4801
20170301 92728	48	3282	4801
20170301 9912	42	2454	4800
20170301 215635	87	3349	4799
20170301 136213	187	24439	4798
20170301 109187	105	6608	4797
20170301 86940	99	3139	4796
20170301 164427	151	3488	4796
20170301 155460	49	1306	4796
20170301 258244	88	3757	4795
20170301 182379	220	8587	4795
20170301 141816	115	2085	4795
20170301 205447	58	1341	4794
20170301 143000	49	1456	4794
20170301 215555	98	6123	4794
20170301 184236	91	1211	4793
20170301 36510	56	782	4793
20170301 153588	102	3391	4793
20170301 158607	49	1712	4793
20170301 239183	73	2541	4792
20170301 94995	99	3078	4790
20170301 197046	49	812	4790
20170301 250204	134	2622	4790
20170301 246752	80	1643	4789
20170301 155381	108	1226	4789
20170301 89340	151	2699	4788
20170301 209072	85	2408	4788
20170301 62545	46	544	4787
20170301 95749	115	3054	4786
20170301 137429	103	2558	4786
20170301 234892	92	17032	4786
20170301 135620	131	7269	4786
20170301 177652	99	1427	4786
20170301 187221	111	2070	4786
20170301 103712	112	15930	4785
20170301 192143	96	1158	4784
20170301 253680	131	7454	4783
20170301 157501	100	4454	4782
20170301 87408	77	9818	4781
20170301 188807	77	1855	4780
20170301 135744	95	4141	4779
20170301 71468	47	1219	4777
20170301 160599	27	512	4777
20170301 119779	61	2469	4776
20170301 207134	172	4536	4774
20170301 187925	64	4220	4774
20170301 109996	52	1926	4774
20170301 290650	68	1462	4774
20170301 192835	84	2510	4773
20170301 65532	67	390	4773
20170301 147158	91	3448	4773
20170301 93501	163	540	4771
20170301 180043	63	3547	4771
20170301 208218	67	1059	4771
20170301 222539	87	8863	4770
20170301 19082	49	4352	4770
20170301 267203	105	1955	4770
20170301 146128	134	1717	4769
20170301 131268	44	2874	4768
20170301 155153	113	7685	4768
20170301 101968	105	2198	4768
20170301 192359	62	2522	4768
20170301 91974	61	1915	4767
20170301 58469	79	4904	4767
20170301 242747	79	2545	4767
20170301 256286	63	5197	4766
20170301 135856	39	2946	4765
20170301 78827	57	2569	4764
20170301 205425	59	1843	4763
20170301 205891	51	691	4762
20170301 290029	363	3876	4761
20170301 206757	133	8396	4761
20170301 115856	68	1990	4761
20170301 168418	54	1310	4761
20170301 92421	65	1804	4760
20170301 294149	104	1476	4760
20170301 249997	73	2389	4760
20170301 270109	87	2660	4759
20170301 197331	53	2089	4759
20170301 258449	143	2916	4759
20170301 117513	66	1688	4755
20170301 172516	76	2460	4754
20170301 213113	182	7632	4753
20170301 272466	160	2435	4752
20170301 168259	45	1666	4752
20170301 108073	105	1131	4751
20170301 87257	119	2891	4751
20170301 192076	90	1074	4750
20170301 189386	87	2812	4750
20170301 155422	55	619	4749
20170301 176996	154	8580	4748
20170301 14095	38	1650	4748
20170301 92959	67	893	4748
20170301 246389	68	2255	4747
20170301 203218	70	1165	4747
20170301 258248	120	2144	4747
20170301 214171	49	2823	4747
20170301 192656	71	1483	4746
20170301 141342	183	4915	4746
20170301 283521	72	1264	4746
20170301 178770	70	1583	4746
20170301 275596	56	1594	4745
20170301 121475	76	2238	4745
20170301 61858	106	1462	4745
20170301 200658	145	13185	4744
20170301 58915	92	1928	4743
20170301 177661	53	863	4742
20170301 186403	41	2234	4741
20170301 227966	48	3396	4741
20170301 139870	118	4450	4740
20170301 112627	61	1633	4740
20170301 93345	65	3161	4740
20170301 160969	108	762	4740
20170301 20923	52	3715	4740
20170301 62256	87	1821	4739
20170301 209819	134	1786	4738
20170301 198447	63	297	4738
20170301 155219	78	2600	4738
20170301 147366	65	687	4736
20170301 213406	59	1149	4735
20170301 187697	121	13490	4734
20170301 70712	56	2934	4734
20170301 184249	88	2968	4733
20170301 135804	109	3769	4733
20170301 198046	76	3983	4731
20170301 231788	31	1961	4731
20170301 204816	95	3823	4731
20170301 129342	105	1572	4731
20170301 148343	113	1761	4731
20170301 134712	89	1632	4730
20170301 140848	91	1169	4730
20170301 233690	93	1985	4729
20170301 197498	109	1441	4729
20170301 215076	110	8892	4727
20170301 181266	178	4085	4726
20170301 87283	56	3014	4725
20170301 155502	84	2091	4724
20170301 205910	68	1861	4723
20170301 162476	36	483	4723
20170301 188833	160	9379	4723
20170301 229437	84	1072	4722
20170301 69040	80	1077	4722
20170301 240419	72	2678	4722
20170301 257480	239	47617	4722
20170301 109496	104	2261	4722
20170301 260085	54	1364	4721
20170301 193296	50	1523	4721
20170301 151922	88	5670	4721
20170301 254888	134	5961	4720
20170301 236061	64	15281	4720
20170301 83219	77	5284	4719
20170301 224793	150	1579	4718
20170301 212270	51	1520	4718
20170301 122182	99	4811	4717
20170301 162726	425	3548	4717
20170301 112166	42	2284	4716
20170301 182511	108	7982	4716
20170301 62945	327	842	4716
20170301 292984	112	3121	4716
20170301 191314	179	4021	4716
20170301 182242	142	2574	4715
20170301 273823	81	4940	4715
20170301 161339	210	1906	4713
20170301 79573	105	8153	4713
20170301 180288	94	2827	4713
20170301 200319	121	4972	4712
20170301 10280	70	4335	4711
20170301 240732	89	3832	4711
20170301 159571	150	4189	4710
20170301 183473	31	715	4710
20170301 288107	106	9185	4709
20170301 74073	145	6766	4708
20170301 100249	67	2636	4708
20170301 256213	68	1709	4708
20170301 189215	167	3612	4708
20170301 189198	111	1797	4707
20170301 106833	79	2982	4707
20170301 265133	75	2132	4707
20170301 165575	64	2868	4706
20170301 169151	168	17519	4705
20170301 163750	115	1992	4705
20170301 143233	122	4492	4705
20170301 283726	42	1643	4704
20170301 242342	123	7562	4703
20170301 199938	202	2879	4701
20170301 190159	94	6529	4701
20170301 173785	85	2305	4700
20170301 226829	67	1229	4700
20170301 204348	70	751	4700
20170301 232114	75	6505	4700
20170301 17755	122	4326	4699
20170301 206414	91	1409	4698
20170301 6559	71	2908	4698
20170301 260176	172	5838	4697
20170301 161962	94	2040	4695
20170301 159457	74	1295	4695
20170301 160372	75	2672	4695
20170301 259284	189	5992	4695
20170301 258295	127	4026	4694
20170301 197775	46	1171	4694
20170301 212679	122	4793	4693
20170301 62819	80	5407	4693
20170301 285080	59	1050	4693
20170301 9174	97	1976	4693
20170301 201758	122	1492	4690
20170301 134235	74	1905	4690
20170301 90348	67	1441	4690
20170301 161875	86	1250	4690
20170301 137548	77	988	4690
20170301 171257	85	2845	4689
20170301 242119	50	2325	4689
20170301 175753	73	4633	4688
20170301 279749	59	416	4688
20170301 280711	31	1088	4688
20170301 290881	129	3603	4687
20170301 11300	57	1616	4685
20170301 203174	95	2333	4684
20170301 155253	47	1184	4684
20170301 1846	75	1263	4683
20170301 115374	107	2063	4681
20170301 162050	90	5749	4679
20170301 298928	96	2681	4679
20170301 64141	31	537	4679
20170301 38662	56	327	4679
20170301 87936	131	2536	4678
20170301 203848	90	4626	4678
20170301 237756	116	11053	4678
20170301 243169	120	27699	4678
20170301 110358	84	2864	4676
20170301 160873	47	1085	4676
20170301 121289	52	501	4675
20170301 260522	111	7586	4674
20170301 213820	69	1470	4674
20170301 91706	67	2249	4674
20170301 237897	102	6893	4674
20170301 193335	47	1920	4674
20170301 208612	69	6082	4674
20170301 29652	66	5444	4673
20170301 120889	100	4521	4673
20170301 152779	148	1809	4673
20170301 140010	42	1144	4672
20170301 182841	158	4205	4670
20170301 287025	137	16549	4670
20170301 264075	75	5641	4670
20170301 250231	69	3596	4669
20170301 243055	86	2384	4668
20170301 141081	46	834	4668
20170301 274920	147	2976	4668
20170301 249517	200	13273	4668
20170301 141479	62	2023	4668
20170301 238150	161	2546	4668
20170301 102463	77	1753	4666
20170301 229576	66	3331	4665
20170301 103192	112	2339	4664
20170301 180978	47	518	4662
20170301 167059	67	3165	4662
20170301 146026	88	2336	4661
20170301 158700	69	1078	4661
20170301 75665	70	3132	4661
20170301 236650	273	10159	4661
20170301 206099	50	3429	4661
20170301 100098	36	1855	4660
20170301 71259	81	3749	4659
20170301 192161	63	1134	4659
20170301 88093	86	2254	4658
20170301 81784	49	1024	4657
20170301 234414	122	2810	4657
20170301 2877	152	2242	4657
20170301 112803	131	4712	4657
20170301 107610	79	4845	4657
20170301 114906	59	2001	4656
20170301 153132	83	1802	4656
20170301 194682	44	1513	4656
20170301 248488	75	3022	4655
20170301 286496	72	2341	4654
20170301 111127	74	2174	4654
20170301 257157	96	1711	4653
20170301 137742	58	2899	4653
20170301 276150	98	1147	4653
20170301 291644	42	480	4652
20170301 141793	51	2812	4652
20170301 203955	109	3841	4652
20170301 225075	30	506	4652
20170301 146547	42	1633	4651
20170301 178114	66	1124	4651
20170301 192088	35	884	4651
20170301 220559	55	1715	4651
20170301 128524	77	690	4650
20170301 261791	120	2347	4650
20170301 54307	96	2618	4650
20170301 77397	108	6841	4649
20170301 237654	61	3583	4649
20170301 186748	64	838	4647
20170301 191212	57	1837	4645
20170301 147185	38	2603	4645
20170301 244015	100	22362	4645
20170301 261105	292	3938	4645
20170301 176872	94	1489	4645
20170301 209945	94	1500	4645
20170301 172221	144	8531	4644
20170301 85634	141	1274	4644
20170301 284164	77	1510	4643
20170301 181869	155	3129	4643
20170301 77137	93	1509	4642
20170301 185658	116	2993	4642
20170301 155369	100	4361	4642
20170301 37898	14	144	4641
20170301 225012	55	8166	4641
20170301 199265	54	1625	4641
20170301 137507	132	724	4640
20170301 132430	37	1072	4639
20170301 158476	110	4429	4639
20170301 88868	80	2814	4638
20170301 97367	62	3958	4638
20170301 161036	29	907	4637
20170301 59032	65	1571	4637
20170301 245477	58	834	4637
20170301 65677	97	6539	4637
20170301 173437	92	5227	4637
20170301 256507	169	8101	4636
20170301 142881	81	2823	4636
20170301 210123	82	2493	4636
20170301 228839	133	3152	4635
20170301 13356	147	1120	4635
20170301 70345	121	2227	4634
20170301 218922	56	2560	4634
20170301 184776	53	978	4634
20170301 76713	46	505	4633
20170301 227688	86	2159	4633
20170301 61445	179	12657	4631
20170301 85307	92	786	4630
20170301 258359	92	1993	4630
20170301 48439	84	1722	4629
20170301 259774	129	9358	4628
20170301 121830	78	2586	4627
20170301 202122	73	581	4627
20170301 192429	110	6454	4626
20170301 179819	47	1296	4626
20170301 207170	247	13399	4625
20170301 202300	97	3074	4624
20170301 157275	113	3114	4624
20170301 258565	83	2721	4624
20170301 70264	81	489	4623
20170301 167883	101	3827	4622
20170301 108207	73	1732	4622
20170301 291331	106	7823	4622
20170301 190675	96	1621	4622
20170301 268351	73	3221	4621
20170301 106329	57	6395	4621
20170301 139086	81	1413	4621
20170301 28242	33	1152	4620
20170301 59847	74	1641	4620
20170301 183602	71	5394	4619
20170301 250263	90	1381	4619
20170301 182227	224	4224	4619
20170301 79496	62	1479	4618
20170301 272698	69	1262	4616
20170301 105157	60	1251	4616
20170301 71328	47	2509	4614
20170301 295043	48	703	4613
20170301 163879	54	2578	4613
20170301 132806	30	1178	4613
20170301 217404	80	1969	4613
20170301 185486	56	1359	4612
20170301 169304	99	8670	4612
20170301 24735	78	792	4611
20170301 29789	111	955	4611
20170301 178693	143	7818	4611
20170301 214128	135	2823	4610
20170301 185328	104	2851	4610
20170301 281824	325	12371	4609
20170301 159343	62	610	4609
20170301 106954	60	1655	4608
20170301 251205	149	2794	4605
20170301 257385	99	3964	4605
20170301 232214	77	2981	4603
20170301 82584	97	3029	4603
20170301 277693	16	386	4602
20170301 270669	46	774	4602
20170301 250502	90	3310	4602
20170301 124451	140	3248	4601
20170301 146960	55	2258	4600
20170301 113139	33	2598	4600
20170301 135754	39	2739	4600
20170301 124373	35	975	4599
20170301 258902	157	3729	4599
20170301 238443	81	999	4597
20170301 137861	65	685	4597
20170301 125528	50	4104	4597
20170301 103628	68	1660	4597
20170301 134499	141	2449	4597
20170301 257206	88	3806	4597
20170301 144542	71	3076	4596
20170301 115297	78	2267	4596
20170301 67826	69	711	4596
20170301 195933	145	4632	4595
20170301 261402	141	5168	4595
20170301 108219	125	357	4595
20170301 117631	76	824	4594
20170301 178173	66	2027	4593
20170301 198023	77	2227	4593
20170301 246081	158	9577	4592
20170301 173579	77	1400	4592
20170301 75962	61	2448	4592
20170301 254071	60	1752	4592
20170301 142131	64	2706	4592
20170301 238119	106	7093	4591
20170301 262438	137	6121	4591
20170301 87388	153	11121	4591
20170301 22846	115	4149	4591
20170301 273613	189	1419	4591
20170301 240024	52	1811	4589
20170301 199381	55	791	4589
20170301 230462	50	1194	4589
20170301 107974	74	63438	4589
20170301 131856	41	2348	4588
20170301 252721	133	3272	4588
20170301 161934	39	1011	4588
20170301 196719	81	3843	4587
20170301 245063	65	2497	4587
20170301 103289	48	5545	4586
20170301 131872	63	1073	4586
20170301 118339	73	1840	4586
20170301 176657	59	2387	4586
20170301 89287	67	8561	4586
20170301 101158	102	7504	4585
20170301 232045	77	1959	4585
20170301 281582	104	801	4585
20170301 199210	50	549	4585
20170301 260394	114	4187	4584
20170301 268010	63	3701	4583
20170301 129566	82	179	4583
20170301 157057	67	3335	4582
20170301 259500	78	1896	4582
20170301 243619	140	2356	4582
20170301 218027	103	1483	4582
20170301 264104	144	17814	4581
20170301 141802	110	5479	4580
20170301 223736	118	5045	4580
20170301 260083	193	1890	4580
20170301 210300	133	1937	4579
20170301 85904	54	1391	4579
20170301 135966	102	5429	4579
20170301 148691	40	1809	4579
20170301 277357	116	7676	4579
20170301 113167	73	3555	4578
20170301 106776	51	282	4578
20170301 237776	64	1352	4577
20170301 163375	29	1929	4577
20170301 14819	62	1032	4577
20170301 216585	146	4156	4576
20170301 230831	87	2154	4576
20170301 112541	180	6296	4574
20170301 217217	39	596	4574
20170301 82901	50	3219	4574
20170301 171527	81	3166	4572
20170301 251214	79	3082	4571
20170301 142398	84	1689	4570
20170301 86651	264	13411	4570
20170301 86625	71	732	4570
20170301 18673	154	2239	4570
20170301 112254	71	3488	4568
20170301 242418	301	16798	4568
20170301 120931	37	1047	4568
20170301 176357	53	556	4567
20170301 112272	98	3375	4567
20170301 13714	53	358	4566
20170301 173476	63	1545	4566
20170301 132073	65	1764	4566
20170301 88896	51	3105	4566
20170301 112059	30	1049	4565
20170301 117098	44	1696	4565
20170301 212491	131	4051	4564
20170301 252452	95	5401	4564
20170301 88616	85	3862	4563
20170301 140298	56	2998	4563
20170301 253620	71	1472	4562
20170301 123338	53	2070	4562
20170301 206323	135	8522	4562
20170301 121556	97	11073	4561
20170301 72832	50	9276	4561
20170301 41579	38	101	4560
20170301 70820	102	2203	4560
20170301 81111	303	5527	4560
20170301 276707	122	4971	4559
20170301 91950	50	1682	4558
20170301 67763	90	457	4558
20170301 4034	69	1115	4558
20170301 271198	24	780	4557
20170301 286724	73	3605	4557
20170301 194559	22	787	4557
20170301 83974	133	6274	4555
20170301 259975	86	4991	4555
20170301 117178	127	12111	4554
20170301 4107	171	3749	4554
20170301 260780	96	3400	4554
20170301 204069	45	592	4553
20170301 196996	93	1230	4553
20170301 63138	60	270	4552
20170301 107045	91	2764	4552
20170301 279733	54	2397	4552
20170301 43204	94	2033	4552
20170301 142824	52	2585	4551
20170301 15535	88	11076	4550
20170301 261166	55	1605	4550
20170301 62637	76	4964	4550
20170301 126588	93	2765	4549
20170301 132794	48	2895	4549
20170301 146263	156	4152	4549
20170301 152739	54	1507	4548
20170301 215829	19	257	4548
20170301 129367	57	3454	4547
20170301 126631	119	3837	4545
20170301 42924	70	1444	4544
20170301 161234	41	3350	4544
20170301 195290	73	5416	4543
20170301 38153	85	2907	4542
20170301 210289	56	1033	4542
20170301 117941	102	1216	4542
20170301 273137	44	3424	4542
20170301 253710	82	2911	4542
20170301 223276	43	1605	4542
20170301 239278	114	18957	4541
20170301 80647	88	2369	4540
20170301 165889	69	1749	4540
20170301 118640	40	37	4540
20170301 188019	73	1006	4539
20170301 178381	120	4168	4538
20170301 208278	36	1311	4537
20170301 89498	148	2765	4537
20170301 201677	54	2594	4537
20170301 230916	138	21854	4537
20170301 252520	121	6323	4536
20170301 260914	88	10390	4536
20170301 154659	45	2847	4536
20170301 254539	193	9771	4536
20170301 164814	69	2916	4535
20170301 216878	161	14280	4534
20170301 145325	42	1052	4534
20170301 182895	80	1100	4533
20170301 263105	117	1904	4533
20170301 192768	157	1926	4533
20170301 284343	105	1213	4533
20170301 194157	93	1996	4532
20170301 96831	88	1696	4531
20170301 171126	92	917	4531
20170301 59562	30	2179	4531
20170301 199261	74	3256	4530
20170301 28231	81	15103	4530
20170301 250312	87	855	4530
20170301 149628	93	3333	4529
20170301 208016	64	1722	4529
20170301 162460	65	3175	4529
20170301 194828	50	542	4528
20170301 173701	352	69579	4528
20170301 107154	27	397	4526
20170301 49646	65	2654	4526
20170301 236576	65	1099	4526
20170301 207509	92	3637	4525
20170301 129682	60	2158	4523
20170301 174435	91	5428	4523
20170301 182443	76	1954	4523
20170301 245866	152	1318	4522
20170301 287186	131	10956	4522
20170301 67876	245	9499	4522
20170301 108905	46	2867	4521
20170301 267588	53	5531	4521
20170301 115773	36	388	4521
20170301 66547	100	1930	4520
20170301 102563	39	390	4520
20170301 45973	215	4109	4520
20170301 93519	73	2493	4520
20170301 156320	148	2742	4519
20170301 156373	52	1079	4519
20170301 205045	79	2114	4518
20170301 180154	45	3742	4518
20170301 166641	173	2952	4518
20170301 194880	43	410	4518
20170301 149609	37	571	4518
20170301 121585	137	10718	4517
20170301 21510	112	15446	4517
20170301 120282	54	1736	4517
20170301 170715	56	719	4517
20170301 294687	119	3782	4517
20170301 103106	96	9483	4516
20170301 122220	101	907	4516
20170301 154586	112	4331	4515
20170301 108336	29	601	4515
20170301 250523	74	2839	4514
20170301 181328	96	1067	4514
20170301 130040	316	6438	4514
20170301 246829	154	12177	4514
20170301 80601	104	2669	4513
20170301 87440	97	2190	4512
20170301 136585	65	1487	4512
20170301 177439	55	987	4511
20170301 154838	86	1328	4511
20170301 167425	119	2220	4511
20170301 251143	81	1208	4511
20170301 117586	89	1589	4511
20170301 192462	115	3416	4510
20170301 212365	76	1471	4510
20170301 129278	73	1499	4509
20170301 73476	72	5647	4507
20170301 94425	88	2959	4507
20170301 290732	71	4358	4507
20170301 203133	86	3427	4506
20170301 185472	61	1149	4506
20170301 62523	78	2992	4505
20170301 105913	53	1314	4505
20170301 173827	72	1640	4504
20170301 241262	87	3366	4503
20170301 197112	74	875	4503
20170301 78963	114	2336	4503
20170301 69686	85	1829	4503
20170301 182438	38	81	4503
20170301 70156	52	1878	4502
20170301 199579	46	1021	4502
20170301 232904	74	3884	4501
20170301 175922	119	2935	4501
20170301 175397	89	2194	4500
