20170501 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170501 85682	587271	5811734	92570245
20170501 73402	851365	8655066	92410289
20170501 82845	539653	7306161	92375036
20170501 113580	342330	4342743	92114972
20170501 220672	544629	6252555	91975804
20170501 170622	778768	8243691	91813399
20170501 170637	768076	7878653	91782159
20170501 170835	696671	5619389	91733760
20170501 170618	800881	8562854	91729486
20170501 301732	945853	12015906	91724954
20170501 170625	811362	8107531	91561073
20170501 193079	549245	4761638	91266938
20170501 232672	716096	3827336	91137323
20170501 73057	768499	6200747	90861091
20170501 145277	1122542	10852303	90732033
20170501 242685	406325	3381658	90702145
20170501 58124	741734	5136533	90637963
20170501 19204	1285911	15959885	90627070
20170501 78504	510760	3010974	90606617
20170501 183190	1033890	10622692	90572127
20170501 167339	520650	5840120	90566151
20170501 220526	460563	6262021	90526388
20170501 392441	713638	4169177	90269111
20170501 211401	668098	3039838	90266691
20170501 355524	585154	4510546	90222432
20170501 122498	1020000	8169559	90167566
20170501 214857	1311078	12133079	90117845
20170501 34848	767942	5155941	89806608
20170501 75597	778592	12438149	89773986
20170501 199290	1080842	7660774	89738429
20170501 17376	1121954	24187640	89734978
20170501 170639	726405	7331831	89396345
20170501 334332	752887	8529815	89354701
20170501 129108	1079825	10006539	89283308
20170501 365914	547973	4242598	89141395
20170501 147473	435706	4629783	89127220
20170501 77202	425289	5052440	88996410
20170501 71000	690745	6245108	88895982
20170501 170603	729350	7405650	88788599
20170501 170399	765315	8294581	88641685
20170501 144845	2737878	21111394	88598853
20170501 88940	938220	12684554	88523040
20170501 209333	896960	13098732	88494207
20170501 206352	456884	6504922	88351009
20170501 87254	1440388	12289509	88291506
20170501 352613	1047016	10476756	88257281
20170501 135126	513049	3000121	88028955
20170501 54070	711429	6932471	88005978
20170501 81732	1061155	13350138	87835020
20170501 170276	1157715	9774981	87727520
20170501 188678	1103313	8209827	87674059
20170501 116348	1296450	13763943	87614263
20170501 125865	602414	8922363	87583187
20170501 344253	1034042	18214695	87523061
20170501 56959	538581	7097977	87417866
20170501 109287	1185886	7464839	87287840
20170501 44988	820489	7117915	87249196
20170501 122495	1769222	10421391	87236997
20170501 264977	541656	4762472	87208987
20170501 750	413742	4269058	87189435
20170501 157378	724346	9704028	87124673
20170501 200825	1060902	8924029	87104035
20170501 166493	423356	5142727	87090141
20170501 245959	1691901	12081990	87055210
20170501 51401	1137722	16271737	87043348
20170501 91784	776359	8308482	86999894
20170501 209469	733023	4006275	86991880
20170501 170617	762193	8109523	86885724
20170501 170370	804823	7707154	86873368
20170501 352612	1209803	10990518	86842206
20170501 341998	248389	3265607	86699271
20170501 88111	699197	3971212	86627505
20170501 2057	759381	4500977	86580716
20170501 139778	687029	3809647	86283322
20170501 170633	747464	8396427	86146080
20170501 170280	826400	9355953	86115985
20170501 170627	739211	7982341	85885699
20170501 58260	1730988	11104102	85777862
20170501 301462	336364	4053863	85772962
20170501 170838	611369	4911452	85704669
20170501 170626	710988	6993361	85606443
20170501 354624	647100	4288459	85552122
20170501 122716	1070234	7662460	85282861
20170501 228342	510610	4648588	85239387
20170501 170841	851287	5582890	85203551
20170501 352725	609834	5901430	85067934
20170501 170619	794544	8563644	84819256
20170501 30513	669357	3749090	84655559
20170501 170620	736097	7923577	84641038
20170501 98333	583001	4705934	84625221
20170501 170383	808662	7100601	84526731
20170501 78125	451650	2522221	84435830
20170501 237359	492489	2736134	84395384
20170501 182424	854192	5004891	84148759
20170501 170615	729614	7804416	83896824
20170501 73162	808626	9058831	83653538
20170501 170607	776176	7868780	83536889
20170501 170277	855932	9315664	83453674
20170501 205029	1153635	11151275	83448133
20170501 170284	977471	11195855	83340401
20170501 174551	855166	5346653	83297599
20170501 85731	603789	6926283	83160219
20170501 304578	852065	4141281	82973722
20170501 170390	787574	7246998	82590929
20170501 159200	782030	4622931	82435714
20170501 119219	607892	185372	82294063
20170501 153782	1003092	7877034	82066153
20170501 170611	720817	7371019	81950375
20170501 5514	1265193	13230253	81686655
20170501 237143	1033141	3533208	81676772
20170501 170844	920935	6207535	81637380
20170501 135470	756674	10122990	81583393
20170501 378881	1420523	6341840	81397755
20170501 377975	657692	3776190	81159105
20170501 81241	1868105	38855307	81152634
20170501 186964	466429	5566237	81022942
20170501 285346	355945	2024154	80937381
20170501 304002	680042	4716885	80916399
20170501 300822	874171	7806957	80895505
20170501 106031	612401	5599997	80861765
20170501 124333	617070	4705071	80839022
20170501 170389	794634	7726399	80709100
20170501 414558	1054749	7451104	80698980
20170501 170393	713020	6921096	80686931
20170501 170391	779743	6864699	80471111
20170501 5565	691171	5060407	80431383
20170501 170629	681861	7017988	80411382
20170501 73062	842634	7353525	80340031
20170501 32756	615195	6255417	80339029
20170501 201636	1971500	12802574	80289354
20170501 302432	715898	5828677	80137043
20170501 398603	603070	3549377	80134104
20170501 6242	1670923	17036483	80104690
20170501 318094	573076	2472887	80065793
20170501 90495	678922	8422854	80049344
20170501 92301	618418	6639814	79796891
20170501 77826	689859	10707132	79560770
20170501 220521	406871	5890110	79350370
20170501 76250	810218	7900276	79348598
20170501 70976	676363	6288415	79247441
20170501 112948	580193	5553859	79222680
20170501 170670	646612	6549892	79025051
20170501 232263	986498	7111371	79004541
20170501 200447	861863	6792627	78958699
20170501 195945	1330554	7770576	78853968
20170501 172434	413360	5399669	78805677
20170501 98713	1806233	17424071	78784470
20170501 132070	1030715	8519368	78739887
20170501 206653	879377	8478568	78711046
20170501 172621	511205	5445297	78698445
20170501 170368	749922	6996611	78558849
20170501 133052	1425164	15334858	78550887
20170501 364752	572222	3212928	78445044
20170501 348947	491992	3181148	78335694
20170501 357115	606830	3623170	78272820
20170501 255981	775743	6617801	78064533
20170501 170384	809122	7338768	77963641
20170501 220483	379385	5608282	77945259
20170501 305339	632397	3529248	77734895
20170501 170628	717394	8133216	77665229
20170501 391404	304292	3395111	77587304
20170501 170836	635649	5282755	77506382
20170501 128465	816183	11512730	77482268
20170501 306709	516282	5901832	77423345
20170501 170374	723822	7227299	77381761
20170501 97255	1047768	16090967	77296407
20170501 29016	478375	5150775	77270835
20170501 368960	664839	5184957	77248088
20170501 56847	527305	4380156	77121679
20170501 117306	850896	8705565	77041969
20170501 170380	682773	6360868	76963311
20170501 105809	562276	7127904	76893160
20170501 163335	857052	9108737	76890568
20170501 225896	720798	3909149	76793912
20170501 85300	478544	5971130	76667560
20170501 77239	901309	12333764	76626213
20170501 237664	863413	5587766	76551743
20170501 170363	723003	6820721	76522416
20170501 371676	666735	6025412	76483968
20170501 170283	955811	10112776	76419639
20170501 66326	811592	6280154	76404218
20170501 88084	653904	12089930	76360811
20170501 965	844053	6273720	76178233
20170501 373745	102138	994293	76177327
20170501 262296	708116	7159365	76151815
20170501 188660	1022284	7008459	76143647
20170501 154553	1095820	12082582	76100257
20170501 380783	248919	1905135	75855635
20170501 93966	447765	3116795	75853089
20170501 24994	1158669	18120700	75845290
20170501 170614	721753	8215964	75829669
20170501 16728	212022	1877716	75810221
20170501 170636	734812	8611779	75759369
20170501 87390	360051	3484606	75736194
20170501 253630	404926	8008072	75723098
20170501 90334	834859	16476531	75718487
20170501 170364	762073	7075150	75519205
20170501 128431	1129668	8718939	75411917
20170501 80717	653735	5245236	75250861
20170501 56801	652744	4884570	75177516
20170501 346937	492965	5034780	75036680
20170501 251982	590879	5638875	74979559
20170501 6754	644198	5273612	74925682
20170501 58784	567406	4364410	74922805
20170501 172905	591552	3125939	74795133
20170501 171786	1195627	9721495	74792183
20170501 254	950475	15283551	74497186
20170501 67210	397014	5926619	74441272
20170501 170278	901165	10290725	74435171
20170501 263259	442392	2369881	74173974
20170501 27080	1126652	6305622	74143674
20170501 189519	1195325	21188866	74044719
20170501 215058	378777	3381336	73913899
20170501 127319	732969	7732506	73816616
20170501 170375	739959	6891455	73796567
20170501 128330	443062	3903877	73787584
20170501 44634	459651	3474773	73671357
20170501 157009	698882	7295834	73669120
20170501 82106	604356	7144796	73553124
20170501 165791	548124	5665738	73547229
20170501 323688	379184	3609581	73516225
20170501 364643	493702	6943400	73507581
20170501 136925	721387	6914627	73312377
20170501 307120	477122	1748498	73294885
20170501 184823	1562288	15347382	73215227
20170501 73060	681775	7599209	73130967
20170501 102146	485546	4354469	72996624
20170501 98783	841852	6972761	72958803
20170501 170624	668418	7751197	72949615
20170501 153414	1411187	13971606	72943542
20170501 170381	727469	6471180	72920451
20170501 77462	648283	6055265	72908928
20170501 73084	677043	6443810	72842160
20170501 352355	868510	5653342	72601136
20170501 255709	1135479	9679597	72581287
20170501 280464	333477	1714513	72548501
20170501 204692	477916	3933927	72527930
20170501 177710	638074	4626974	72486190
20170501 32081	764875	9075560	72285471
20170501 246492	587336	5294649	72246005
20170501 71690	217305	1285043	72206469
20170501 22681	517685	4994200	72100238
20170501 139386	906419	8240147	72041887
20170501 206358	479404	5721026	71756328
20170501 1246	565631	3466961	71710787
20170501 87460	599514	5578320	71683566
20170501 347482	641040	4931724	71655928
20170501 146048	870127	17470686	71612419
20170501 170372	733980	6168702	71519142
20170501 201943	573259	6270167	71508598
20170501 354502	603419	2850674	71461035
20170501 170394	732676	7569943	71370311
20170501 73056	434469	4009472	71310155
20170501 142278	336884	1884684	71241800
20170501 151894	738621	4453020	71192259
20170501 71731	722109	9372510	71074685
20170501 131071	1198441	11299971	71046408
20170501 356848	970430	6292209	71040945
20170501 355745	418905	4758428	71010053
20170501 170371	641904	5957742	70796983
20170501 170630	591459	7112702	70697189
20170501 384174	838572	5146614	70686156
20170501 174460	780547	5097953	70677945
20170501 127202	1183787	14257614	70550495
20170501 220220	350408	4848674	70456438
20170501 91783	1783962	13612215	70387371
20170501 237176	604271	5630178	70322779
20170501 336834	419140	2417738	70240528
20170501 82215	857401	8654859	70236278
20170501 292140	512220	3217639	70036068
20170501 178428	875790	7013514	69909742
20170501 79212	275056	1484377	69834415
20170501 170612	623166	6855086	69818763
20170501 81286	514815	7845087	69798194
20170501 331264	1150898	8142952	69731677
20170501 209464	466266	4230901	69730946
20170501 67801	589232	7950167	69705509
20170501 69618	1056037	11509953	69516243
20170501 235988	1163819	17861210	69456874
20170501 111043	1472763	11251798	69336882
20170501 221943	461764	2749965	69307556
20170501 134986	431879	6530780	69271417
20170501 319383	249001	2743543	69225368
20170501 98789	1021796	9305159	69225171
20170501 128881	425255	3920858	69123729
20170501 116938	363694	3800489	69067600
20170501 170275	805234	9364858	68951982
20170501 304505	235901	1386128	68937062
20170501 170376	697607	6048427	68908223
20170501 65852	683288	14387706	68906375
20170501 180452	1059068	22323473	68903465
20170501 96730	569621	7086593	68661987
20170501 78263	1071716	6136733	68595473
20170501 170638	669395	7585417	68593463
20170501 70982	724238	9046629	68587982
20170501 170848	1025882	6412223	68562627
20170501 65780	304045	1922351	68525936
20170501 130023	274999	1511455	68292953
20170501 77490	747812	13912720	68170012
20170501 231724	741974	5506248	68125037
20170501 170863	621094	4170506	68114960
20170501 103131	646325	4529189	68042617
20170501 170396	616285	6192311	67976479
20170501 42740	425459	4711401	67863912
20170501 198924	334350	2016978	67789779
20170501 220530	435133	5790056	67714266
20170501 182163	581449	12493381	67643216
20170501 359111	1328203	6467722	67614818
20170501 170398	622258	5868022	67527239
20170501 67138	888685	11430578	67445763
20170501 170382	642937	6291567	67347355
20170501 196133	878366	7962572	67343728
20170501 256480	912642	7654544	67210402
20170501 170641	511407	5966314	67161701
20170501 348844	222081	1241845	67138794
20170501 170845	572790	4862516	67104577
20170501 167330	644845	7782100	67064942
20170501 170392	649857	6188736	67043790
20170501 126507	784970	18743379	67037995
20170501 73206	534024	4844118	67030030
20170501 98340	721925	9556644	66962721
20170501 76188	1151883	7331356	66630274
20170501 4347	840343	7210401	66614104
20170501 206360	339851	4629426	66600985
20170501 178880	461193	6342835	66511190
20170501 236491	1013745	8578895	66488136
20170501 89900	799252	9695593	66468639
20170501 73176	757177	9821427	66435363
20170501 73088	676143	6381543	66428137
20170501 1313	1425190	28678975	66267357
20170501 27214	705919	7175078	66189629
20170501 170850	570880	4200150	66132691
20170501 170386	648156	6397164	66109960
20170501 255090	489164	2674311	66105452
20170501 170613	585099	7012194	65894056
20170501 170282	762895	9075438	65740582
20170501 170631	568364	7011569	65710957
20170501 71673	641894	4431673	65710825
20170501 170664	503339	6094744	65696675
20170501 172603	518631	3822559	65671866
20170501 17690	773473	8695803	65656494
20170501 159370	405706	2555015	65651098
20170501 118544	602310	10353553	65630920
20170501 61553	416835	5562509	65572250
20170501 270441	690780	13978497	65571044
