20170501 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170501 376372	92198	908941	45661968
20170501 147656	363573	2068383	45630719
20170501 101060	536139	5571457	45578569
20170501 126709	402082	5671309	45548856
20170501 50573	779016	8027803	45480772
20170501 114940	650850	6003221	45477631
20170501 129132	413461	3541375	45423074
20170501 108843	629850	3858615	45377971
20170501 111186	595889	6870815	45209200
20170501 23575	377161	4549669	45206179
20170501 253392	408118	4312342	45162291
20170501 29034	587279	2235554	45149090
20170501 306830	356148	1800353	45137115
20170501 414489	144627	543663	45127962
20170501 297715	360168	1558116	45063460
20170501 205990	648603	4405637	45044486
20170501 108278	235802	2823049	45001521
20170501 170852	439671	3667177	44960250
20170501 213678	576388	5764291	44925304
20170501 62771	1033090	6722335	44908794
20170501 193713	166949	976426	44838090
20170501 170867	426173	3918535	44797194
20170501 260014	615738	5023586	44756372
20170501 218099	610733	4358289	44750433
20170501 107307	424579	3902407	44697890
20170501 68535	432910	9203177	44696723
20170501 129351	443437	2818856	44674062
20170501 195568	612123	6442382	44671776
20170501 110634	259886	3393785	44669341
20170501 73189	406329	3670505	44639038
20170501 247317	542074	2482265	44598954
20170501 5266	779262	6635595	44588973
20170501 79209	647349	5960310	44566595
20170501 181504	490438	2514387	44566246
20170501 95276	925780	21039772	44560598
20170501 220512	315762	3955464	44542224
20170501 313807	310665	3630072	44472010
20170501 216005	559230	4372391	44464697
20170501 8130	200080	1876940	44433443
20170501 12273	438768	5712001	44387250
20170501 170870	393491	3946036	44365376
20170501 361903	743759	5071591	44362499
20170501 311600	308586	2051679	44337163
20170501 291960	606827	4150590	44222517
20170501 181887	445907	5203481	44193649
20170501 170662	328547	4692808	44109887
20170501 181520	318623	1873185	44080942
20170501 81293	277841	3027378	44048684
20170501 295766	977743	4593099	44036146
20170501 220294	295522	3949399	44024531
20170501 81190	564436	6842524	43996744
20170501 396666	229899	1891166	43943515
20170501 196010	302395	2281021	43931410
20170501 121813	516136	5854951	43881975
20170501 72105	361428	3283652	43861137
20170501 1410	845957	9331255	43845234
20170501 170267	287096	2787667	43811453
20170501 129408	570681	5441699	43768366
20170501 991	398542	4170647	43758977
20170501 148293	946996	6155048	43721817
20170501 170663	361382	3766142	43647286
20170501 390496	485206	2990434	43645901
20170501 181149	288461	1564564	43633263
20170501 355663	201687	2543446	43586685
20170501 280306	260564	1936107	43463797
20170501 340636	775218	6123062	43461018
20170501 170869	359036	3801319	43403537
20170501 116249	487069	4568088	43399652
20170501 351664	563092	3841984	43325153
20170501 179109	443360	5413367	43324591
20170501 330836	553412	2681325	43323374
20170501 334006	300430	1858554	43295303
20170501 236133	363610	3476324	43237735
20170501 381281	865703	16494268	43227290
20170501 170991	245207	2179768	43187756
20170501 281476	409027	2959199	43184594
20170501 41288	420442	3453747	43158198
20170501 70966	720332	8837981	43113641
20170501 170671	377474	5103501	43068759
20170501 422	285192	3941063	43054837
20170501 52714	522505	7141714	43043372
20170501 27401	550019	6726197	43023662
20170501 88899	555514	3997741	43009552
20170501 352801	473182	13343135	43007438
20170501 138682	255119	2953085	42980838
20170501 268972	702080	14457760	42924420
20170501 86236	499103	5970322	42895548
20170501 170649	329036	4939339	42887970
20170501 106993	520278	3535429	42840818
20170501 24	451629	5437509	42834580
20170501 13928	274831	3657999	42822225
20170501 227007	760491	6023625	42777872
20170501 170261	279537	2908602	42749190
20170501 199266	238401	2751412	42748320
20170501 322846	915664	4500510	42747580
20170501 83926	775940	5362057	42717546
20170501 250628	856606	8443361	42682284
20170501 358233	458476	2258684	42675007
20170501 381785	76701	519800	42640581
20170501 17961	482009	8581126	42603867
20170501 170864	387523	3819786	42567673
20170501 230736	356909	2334950	42548205
20170501 147965	535421	5202521	42543042
20170501 250692	284196	1826180	42421097
20170501 142762	425152	1954540	42395419
20170501 109106	645062	5402146	42367252
20170501 11101	603422	5868900	42346955
20170501 81017	556901	9071277	42345446
20170501 67560	723617	6414388	42326262
20170501 170645	349310	4028075	42322559
20170501 170104	365787	2613430	42300695
20170501 237757	475401	4061745	42289150
20170501 153235	616742	9222435	42237942
20170501 269696	307110	2318560	42177363
20170501 397747	443280	2338502	42175278
20170501 356178	630280	5189398	42174261
20170501 170069	285255	2322977	42110819
20170501 405246	209583	1713779	42053144
20170501 225162	441654	3573497	41906094
20170501 172401	290650	4297302	41821369
20170501 167033	554439	5139059	41787840
20170501 170271	282670	2839365	41766982
20170501 5649	619946	18049755	41743315
20170501 389886	757053	3124405	41712634
20170501 241581	428443	3011779	41704839
20170501 73095	497872	5787256	41704003
20170501 375103	673301	3952491	41700229
20170501 348813	352804	2099444	41674140
20170501 117227	631880	6583033	41654172
20170501 223644	968075	8129273	41624127
20170501 397575	169312	1279663	41589852
20170501 143421	794245	5434303	41582992
20170501 170260	302573	2834981	41561921
20170501 172457	241502	3695060	41561423
20170501 263689	393486	2747290	41546643
20170501 369418	321654	3162081	41495318
20170501 14827	687146	6681126	41427936
20170501 102060	364212	1999402	41400539
20170501 170269	266360	2573674	41359256
20170501 1613	413579	5608972	41309143
20170501 90757	476192	5693040	41298416
20170501 170668	278221	3412656	41251365
20170501 311391	317155	3233877	41247651
20170501 358670	248184	3449554	41215574
20170501 211176	242217	2345234	41137709
20170501 145727	415637	3435834	41104861
20170501 394513	189712	1053932	41056912
20170501 370387	403931	4890074	41034422
20170501 5020	293419	5210139	41028593
20170501 172579	393080	2852765	40980412
20170501 70431	228782	1467460	40954196
20170501 234018	235899	2675654	40922182
20170501 214883	614632	4787291	40919057
20170501 170268	297726	3394026	40906666
20170501 106052	453211	5259536	40783989
20170501 170270	256507	2462921	40676879
20170501 221646	765458	5488898	40572492
20170501 124451	362431	3069349	40553242
20170501 365001	262164	2870252	40546188
20170501 170035	478142	5385237	40509635
20170501 163929	501996	4842089	40444608
20170501 250971	488637	2512944	40434144
20170501 235201	239611	3032039	40367430
20170501 170326	361243	1963181	40331878
20170501 131202	495846	4603367	40303802
20170501 184815	895311	16315964	40279760
20170501 160392	533945	14791184	40278273
20170501 168542	662019	5511784	40256367
20170501 4041	363824	2759083	40233214
20170501 408219	332017	1353866	40227874
20170501 337774	262460	2456470	40205866
20170501 314923	589229	5559902	40183544
20170501 144429	219484	2056061	40169037
20170501 13058	269737	4892102	40167323
20170501 260955	251074	2706521	40158656
20170501 217462	452999	4637922	40157119
20170501 106030	504707	3355872	40156572
20170501 116039	492538	6699067	40125866
20170501 3911	709670	19365416	40119193
20170501 87891	170732	2072137	40095450
20170501 374839	128954	1345077	40092689
20170501 120389	314063	8361935	40090894
20170501 358505	474027	2863338	40083091
20170501 52140	672051	8692592	40038266
20170501 313949	419207	3056461	40033988
20170501 386479	262326	2187558	40024170
20170501 114737	374358	3030988	40005396
20170501 193311	500329	3476955	39929864
20170501 326106	268142	1334191	39851047
20170501 11959	893581	10453657	39784053
20170501 346288	658636	3646838	39772443
20170501 77146	344663	3092976	39768137
20170501 153119	603090	3712477	39715429
20170501 143351	408424	3132990	39671206
20170501 214036	421815	7350109	39653769
20170501 302441	282216	2854397	39635075
20170501 1494	385397	3361099	39595463
20170501 379662	299837	1884051	39533832
20170501 389547	342902	1342230	39532435
20170501 338743	417408	3386902	39531584
20170501 220652	229932	3379392	39519805
20170501 212757	216683	2006793	39487420
20170501 137881	996210	6840057	39479875
20170501 207717	446133	11796539	39459307
20170501 332785	507179	2773450	39452101
20170501 217269	276034	3319977	39451706
20170501 283650	493279	3701645	39445414
20170501 297090	347219	2326866	39429154
20170501 130351	190149	1426556	39419636
20170501 256488	558657	6673824	39365011
20170501 170676	338213	4558528	39289802
20170501 65628	901424	13386521	39286089
20170501 220638	206979	3612511	39269365
20170501 68242	473772	2708713	39191426
20170501 213181	530476	3609347	39169714
20170501 204504	320369	4536277	39119813
20170501 346961	358632	2221244	39119502
20170501 62686	426524	5303291	39018986
20170501 129543	661585	11041960	39007500
20170501 253626	411541	4674227	38992403
20170501 239759	317671	1056699	38991285
20170501 21207	548271	5586599	38973357
20170501 171435	424469	2737778	38928187
20170501 309190	234484	2335868	38914179
20170501 368653	309107	1862983	38898537
20170501 138361	768578	6152693	38896729
20170501 214097	309741	3153604	38840487
20170501 275852	133630	556139	38826495
20170501 170969	203684	1964747	38785669
20170501 260338	179892	1004757	38760659
20170501 1070	580646	4390872	38742745
20170501 103558	319027	1845084	38726901
20170501 112839	322509	4193406	38715124
20170501 190225	221287	2482957	38656196
20170501 410411	227326	1220756	38623995
20170501 398644	302714	2694476	38618745
20170501 215018	285080	1810937	38583618
20170501 170646	343224	4445636	38577263
20170501 256633	1090388	5039303	38564334
20170501 116444	298632	2303814	38557853
20170501 359651	390519	2360176	38528227
20170501 128398	319395	5087898	38494393
20170501 256733	629506	10096607	38487297
20170501 101143	302500	3964992	38487090
20170501 212846	352113	2679224	38484306
20170501 222025	452493	2711727	38450620
20170501 166126	596706	6398047	38437983
20170501 53962	354405	4530218	38337945
20170501 176772	553511	6384280	38335009
20170501 69891	269751	2301889	38229553
20170501 322732	404764	3107009	38224243
20170501 247107	230271	2222719	38200143
20170501 228348	194026	1224974	38195429
20170501 107249	644697	8809366	38178340
20170501 160612	1018117	10380512	38162642
20170501 113874	699756	4960410	38150236
20170501 128445	267821	3399830	38136780
20170501 121929	286449	2834817	38127906
20170501 368496	377956	1872648	38089084
20170501 56330	543936	6100188	38070547
20170501 345912	163265	908760	38045256
20170501 169644	418120	4956174	38028366
20170501 288609	203516	1997785	37964199
20170501 332952	469643	3678858	37959543
20170501 330205	564924	6474462	37898219
20170501 91083	349547	4228914	37897788
20170501 283320	276686	2878377	37885355
20170501 364097	256622	1279381	37884494
20170501 19760	789657	7391407	37869995
20170501 118871	690125	7835978	37844265
20170501 120890	470893	3818807	37824795
20170501 89772	391604	4905661	37815159
20170501 380013	729245	15103530	37705151
20170501 13413	366468	3061458	37672337
20170501 92780	225298	2427952	37671492
20170501 107308	297754	3147232	37611609
20170501 331324	373203	2740933	37574323
20170501 370735	400996	3695462	37545728
20170501 56964	569820	10619606	37534868
20170501 4392	363252	3048694	37496513
20170501 159717	388282	2642940	37473616
20170501 9172	283775	1964701	37471513
20170501 132764	325671	3317946	37457126
20170501 334077	487937	3888737	37443525
20170501 50906	584596	5503176	37408459
20170501 179805	385645	4149176	37391523
20170501 82911	468022	5825378	37292859
20170501 214865	622872	6226991	37271265
20170501 242942	424537	3243243	37246913
20170501 118658	1778065	11448519	37235221
20170501 84594	331748	4905938	37226695
20170501 297270	408187	2321614	37212728
20170501 170654	293587	3928660	37170618
20170501 379411	253957	2808516	37170483
20170501 103852	600151	5642637	37117102
20170501 195970	408616	4506239	37090811
20170501 170341	318529	2313015	37086054
20170501 358492	373002	2576778	37075421
20170501 279268	392027	1151249	37001389
20170501 360030	242491	1900874	36979210
20170501 352607	415554	3528355	36965805
20170501 304537	187474	2088895	36959015
20170501 58082	439367	16976529	36944773
20170501 346444	520032	2675941	36912544
20170501 220528	208188	3510612	36905096
20170501 100606	474627	4057389	36804874
20170501 161287	631696	5133451	36799914
20170501 358067	345162	2041300	36745322
20170501 147071	432877	4645444	36702272
20170501 81275	376358	5099486	36658693
20170501 63065	400019	4705685	36657311
20170501 65570	373265	6197351	36637340
20170501 362131	366953	2875529	36583174
20170501 37722	737313	19596860	36560530
20170501 61545	566103	9453616	36525112
20170501 155685	409303	5716755	36497730
20170501 219848	525813	4383608	36463863
20170501 353424	483850	3303804	36451342
20170501 208028	453945	3438320	36424059
20170501 23340	311728	1943934	36369294
20170501 194889	200665	2707625	36316814
20170501 182777	299608	3080941	36308279
20170501 2672	306830	3151764	36296274
20170501 219568	370945	4750918	36285401
20170501 396872	327414	3219869	36281392
20170501 2691	299790	4836538	36268098
20170501 217005	211309	2537055	36252061
20170501 144438	340386	2572024	36235390
20170501 245130	415026	3516079	36136254
20170501 294481	375504	2555635	36134427
20170501 148400	175436	2674291	36117815
20170501 359958	529973	3095754	36116679
20170501 359282	286781	3505282	36115609
20170501 203910	182467	4766024	36104260
20170501 100528	215084	2247701	36101644
20170501 129393	406143	4928258	36099876
20170501 318375	230898	2277896	36025437
20170501 204752	460462	3376768	36017583
20170501 205340	203739	1688907	35943715
20170501 176849	288978	4588710	35921324
20170501 178676	410532	2699858	35914151
20170501 195449	458723	5180354	35885129
20170501 198311	477051	19009849	35880538
20170501 247535	432174	4452989	35826607
20170501 196156	251513	1139818	35807975
20170501 412006	240726	1444791	35768463
20170501 177625	431020	6349048	35746229
20170501 103280	545979	5580335	35724858
20170501 93905	439882	5148892	35722808
20170501 170358	284254	1841264	35713350
20170501 233272	388375	2783937	35698554
20170501 161817	195374	2215104	35667274
20170501 395649	443852	2543766	35644948
20170501 88555	174187	1412313	35630992
20170501 343507	481140	3215708	35606476
20170501 241077	233788	2938869	35600651
20170501 70048	501243	7167326	35552387
20170501 6662	274778	4688509	35535573
20170501 26910	346615	4428483	35529438
20170501 69769	464730	17069159	35525665
20170501 90051	376080	5694020	35505427
20170501 370704	213285	2137907	35494834
20170501 164409	374528	3647781	35475810
20170501 131563	466207	7734482	35453354
20170501 286052	510236	3872682	35432259
20170501 76379	364915	4312175	35383133
20170501 4251	357604	1388590	35307175
20170501 205901	260086	1603841	35294979
20170501 382835	335951	2574106	35285883
20170501 292100	259263	1403315	35283876
20170501 145098	570571	3266499	35276832
20170501 298634	710200	5279196	35242879
20170501 219836	262501	3327827	35234374
20170501 160164	377243	3085939	35232901
20170501 128394	438030	4471625	35198378
20170501 267847	300795	1794479	35176420
20170501 170644	285020	3563123	35164902
20170501 48120	419106	4756092	35148817
20170501 342024	324971	2039448	35147335
20170501 386287	164194	1983087	35111384
20170501 155220	310188	1660294	35081110
20170501 269904	434202	4191305	35076057
20170501 170857	349325	3066248	35054150
20170501 222360	595687	7254240	35002631
20170501 170837	337215	2893786	34991923
20170501 417661	347654	1357066	34979139
20170501 317437	285976	2570696	34975874
20170501 170856	317163	3328211	34971740
20170501 234886	386029	3031272	34961276
20170501 275286	420613	2225492	34939684
20170501 126869	429832	5815891	34931860
20170501 383908	167814	1047582	34924366
20170501 98780	577647	5703978	34901900
20170501 133913	261669	1487406	34860694
20170501 170648	259428	3335573	34796835
20170501 225312	275238	1360585	34771358
20170501 64248	243249	2134292	34722014
20170501 282919	177255	983876	34705017
20170501 73151	261798	1870382	34680523
20170501 220678	211125	3699372	34676923
20170501 10690	361638	6314361	34630422
20170501 366456	505304	3565969	34628085
20170501 128473	230534	4092489	34613038
20170501 85428	308268	4382249	34604572
20170501 117408	421428	6294747	34586189
20170501 103718	295630	2700301	34579409
20170501 305031	188803	2293867	34570784
20170501 329859	565964	4403645	34558903
20170501 37206	440362	2530831	34520829
20170501 201222	479959	4481761	34516077
20170501 229533	228288	1222278	34512789
20170501 23116	317187	4242356	34470066
20170501 214080	357624	2809282	34466723
20170501 412638	436345	2681977	34460738
20170501 179579	257841	2664593	34460382
20170501 252542	270415	1514902	34438873
20170501 358398	192575	1705005	34434074
20170501 154511	405791	2775942	34402727
20170501 158144	522926	9547684	34378912
20170501 205230	339746	3089399	34375817
20170501 127478	422208	3211517	34373725
20170501 196544	313603	1546387	34365854
20170501 82630	312543	1763837	34350652
20170501 176279	173165	2765631	34337563
20170501 264453	228342	1756750	34310112
20170501 341224	523759	3684911	34285180
20170501 40854	532380	3838874	34279174
20170501 213836	372877	2406846	34257874
20170501 118194	408978	5053296	34242955
20170501 343803	304969	1792657	34226381
20170501 212512	359656	4982873	34224755
20170501 76003	373695	1151721	34200492
20170501 263673	429954	2363064	34192151
20170501 170515	417959	4508378	34119734
20170501 141387	366641	3405556	34085841
20170501 260622	176041	1176389	34081516
20170501 173246	267159	1306103	34067313
20170501 3505	408872	5261875	34044849
20170501 147479	222605	3356271	34041302
20170501 350154	1048413	4005341	34041202
20170501 68545	424642	9197180	34037600
20170501 313785	364973	1608492	34031296
20170501 209994	486859	3294394	34015326
20170501 353210	287943	2332792	34002295
20170501 170992	181899	1886525	33938586
20170501 28317	454614	5181426	33903446
20170501 260967	271478	1685881	33901524
20170501 371076	147160	852930	33833505
20170501 293300	428812	5551194	33827184
20170501 156977	487033	4524562	33808142
20170501 343708	576060	2677179	33805742
20170501 147531	266768	1960557	33785581
20170501 157900	538281	3799669	33762130
20170501 352859	657132	3889607	33742653
20170501 194546	592923	11566800	33738931
20170501 212862	589881	6095304	33736873
20170501 157386	507509	4262873	33720494
20170501 7666	521711	7198019	33699340
20170501 261214	310178	2610391	33698082
20170501 77191	390266	5260250	33693933
20170501 208762	256460	1649261	33679505
20170501 144475	441971	4390828	33641862
20170501 171040	250865	1712060	33609601
20170501 36005	259315	2032514	33527488
20170501 115861	339996	4393268	33519819
20170501 286036	536266	3354746	33517324
20170501 170321	484873	3190156	33509677
20170501 138728	417803	2777684	33502659
20170501 351772	325897	2322175	33497310
20170501 307557	327866	2109195	33496259
20170501 221412	283497	3253029	33469646
20170501 136178	508660	3198405	33463919
20170501 412501	841348	14305085	33446339
20170501 7812	501619	5039830	33411018
20170501 133195	834057	8263970	33388362
20170501 238339	543785	5018737	33356790
20170501 91164	584651	3606554	33348993
20170501 242279	337632	135890	33320325
20170501 142167	319490	2877786	33283074
20170501 170266	254789	2649349	33279027
20170501 165347	545009	5910541	33236230
20170501 75044	250056	2969485	33147285
20170501 78689	705169	3618474	33096495
20170501 83611	326812	1945281	33092248
20170501 70949	485950	6341713	33037829
20170501 77133	765940	5302517	33034561
20170501 91028	417941	4845860	33007418
20170501 96767	472090	4452505	32985618
20170501 108079	262361	1477193	32981327
20170501 260646	308139	3814500	32976457
20170501 342539	278601	2477708	32958908
20170501 306704	359772	4284973	32938106
20170501 281209	132521	1814252	32916361
20170501 179717	149988	1419549	32893586
20170501 170082	261847	2367983	32886975
20170501 357536	250849	1185809	32884494
20170501 212394	344384	1893725	32836238
20170501 167027	506768	5859757	32834459
20170501 94641	418525	2998350	32829724
20170501 399342	237264	1609926	32819895
20170501 189077	941667	6065254	32818562
20170501 205141	396178	3745359	32783485
20170501 125902	197894	2087160	32778964
20170501 243634	408243	4250892	32763943
20170501 202162	645752	5356869	32726456
20170501 362442	331807	1855060	32724726
20170501 289854	315844	1992161	32707045
20170501 392810	173491	1038428	32693014
20170501 149066	475879	5647697	32635770
20170501 397104	206020	946713	32624185
20170501 245675	338261	3331673	32613344
20170501 375742	186849	1128854	32612820
20170501 83306	426933	8462414	32574374
20170501 277886	456197	4680687	32568420
20170501 370868	316051	2687161	32506804
20170501 174615	287873	3142172	32503053
20170501 106648	312125	3096873	32480117
20170501 341525	376064	2167566	32465384
20170501 73182	171509	1789523	32389512
20170501 265393	217385	829338	32387196
20170501 112	775778	7420258	32379642
20170501 130822	419024	4293043	32372432
20170501 349591	285433	1964701	32332050
20170501 192492	165675	1358702	32295544
20170501 161921	438187	2185207	32287040
20170501 196537	256502	1471593	32286594
20170501 304291	491494	3133887	32279880
20170501 184820	347918	5928603	32256829
20170501 305492	423965	3062487	32223985
20170501 170086	386238	3305912	32174941
20170501 193064	432968	4825665	32160677
20170501 130214	327621	2572839	32157246
20170501 360464	164614	1733774	32149637
20170501 117090	382435	4508671	32141879
20170501 253856	253058	1243926	32051772
20170501 170011	231660	2076618	32050655
20170501 357489	155158	788454	32049081
20170501 173613	790836	5869393	32038557
20170501 167430	620621	5014499	32017211
20170501 367031	230156	1128271	32006396
20170501 110526	344222	15608374	31999030
20170501 301777	404044	2691462	31984936
20170501 354629	382219	3047988	31978649
20170501 220691	208898	3537811	31961805
20170501 634	509661	13710721	31956523
20170501 342139	291888	2018768	31953557
20170501 269769	206177	1784346	31943702
20170501 135644	644958	16891534	31921895
20170501 131260	2317768	14090971	31833586
20170501 102753	302783	3753026	31823831
20170501 120546	543111	2913463	31818308
20170501 185065	314351	3995178	31799797
20170501 377100	175960	1069633	31780015
20170501 55621	175438	3184288	31774885
20170501 82916	418615	5703007	31750850
20170501 170516	391624	4783001	31750578
20170501 176724	568427	6613710	31713682
20170501 138593	415734	2830246	31676163
20170501 125749	479212	6096198	31650867
20170501 170595	413993	4426085	31648091
20170501 369753	360334	2103778	31635225
20170501 111370	433685	3136962	31627507
20170501 387782	213189	809385	31624599
20170501 384208	264663	908114	31623915
20170501 220497	220299	2995107	31622945
20170501 71850	275674	2911381	31608610
20170501 415111	277316	1215432	31599745
20170501 350577	226435	1332492	31588400
20170501 170665	262247	3356575	31567353
20170501 48952	240862	2020591	31563327
20170501 196297	303706	3007873	31561360
20170501 87761	576567	4256220	31559838
20170501 127942	550352	5109544	31543958
20170501 371213	159731	790411	31528862
20170501 99735	327559	4867915	31521864
20170501 285310	257392	1868485	31517309
20170501 286156	254039	2563578	31506874
20170501 368933	203267	1957302	31489439
20170501 385688	215731	1071754	31472720
20170501 344376	334874	2118197	31458678
20170501 228817	541430	4957093	31437412
20170501 232529	210158	2259597	31429416
20170501 385129	306687	1900134	31396025
20170501 275287	173796	1678240	31392246
20170501 117759	359435	2635517	31389797
20170501 211031	440636	3078023	31375388
20170501 42460	698793	4264970	31366942
20170501 3909	102458	753428	31362764
20170501 196657	381582	3263954	31344445
20170501 190479	152486	2553505	31292797
20170501 185241	270310	2801658	31268725
20170501 195181	570467	4084482	31266411
20170501 221374	205635	2149841	31255565
20170501 215023	225318	1764463	31254850
20170501 161575	335487	2305587	31246465
20170501 58731	402721	6169076	31246064
20170501 276801	257245	2200074	31244371
20170501 55692	487344	12083495	31237713
20170501 307251	175291	1241347	31225810
20170501 399522	245254	1451275	31219690
20170501 118947	290034	2900592	31211564
20170501 92805	433549	5292944	31188790
20170501 360634	241500	1679042	31169189
20170501 170643	242609	3015457	31155935
20170501 277754	329753	2220952	31141133
20170501 9870	254095	4732684	31137748
20170501 60401	404743	2812900	31051241
20170501 212199	416649	3755927	31043357
20170501 7794	387351	7310013	30986454
20170501 117922	347943	3212139	30981380
20170501 188626	412736	4483240	30979559
20170501 283185	513229	4507993	30934684
20170501 2250	224226	1881253	30923078
20170501 100022	281771	1968057	30908808
20170501 200858	256525	5369761	30904325
20170501 122328	333030	4083441	30903910
20170501 199339	206189	3499482	30779221
20170501 379773	322774	1822097	30777264
20170501 42673	370740	4930861	30738379
20170501 351951	496092	3666028	30727573
20170501 184541	202826	2627717	30725464
20170501 332438	210144	1355816	30683788
20170501 235646	189655	2162061	30661069
20170501 141664	346836	5903636	30654957
20170501 382124	397618	4009334	30648248
20170501 304320	243090	1415781	30623507
20170501 80993	260896	9341819	30623501
20170501 369417	594355	13499336	30611424
20170501 328694	119336	1861401	30604718
20170501 192366	190310	1298667	30604026
20170501 377036	132517	792771	30602936
20170501 219320	322664	1646768	30599907
20170501 97961	325364	4020343	30589244
20170501 181490	232940	3789059	30537742
20170501 183480	556900	9767165	30536584
20170501 112421	438981	9303689	30535429
20170501 136717	411556	3835329	30521925
20170501 154178	324058	2415972	30496357
20170501 61715	633484	5279627	30478839
20170501 1281	360472	5204295	30452639
20170501 351184	170773	1301916	30437490
20170501 352262	262691	1461197	30420190
20170501 211431	587511	4030710	30414833
20170501 353137	280189	3254606	30383476
20170501 166664	192741	4752157	30383043
20170501 186616	520859	5314929	30355913
20170501 72558	584782	5715734	30323771
20170501 37122	796099	7774215	30318746
20170501 325762	384791	2807312	30262926
20170501 61705	304448	2714776	30259413
20170501 170942	158650	880625	30228186
20170501 171005	149338	1636828	30223448
20170501 170993	191425	1795882	30216628
20170501 204083	287678	3549268	30209894
20170501 381378	336475	1404129	30190401
20170501 343517	1088823	5543120	30178802
20170501 105848	289266	4531281	30113002
20170501 364188	153063	881907	30075416
20170501 189034	287266	2656981	30049269
20170501 126810	171678	2277671	30045150
20170501 238199	611148	9587754	30035367
20170501 346284	398471	2468468	30026475
20170501 170100	297547	1782535	30025485
20170501 201397	225148	1618040	30024952
20170501 114012	729945	3590367	30005299
20170501 356905	151861	584303	29970410
20170501 2179	550220	5533288	29965552
20170501 234928	327841	2077203	29961132
20170501 86114	224535	2646740	29950642
20170501 362461	308293	2618164	29942023
20170501 195404	397733	2976694	29937550
20170501 165756	253822	3349146	29928753
20170501 133611	210859	1255347	29901162
20170501 109258	157018	1887565	29896047
20170501 126717	676015	5260254	29885669
20170501 350653	203212	2172133	29855520
20170501 232344	268576	1740577	29831312
20170501 170640	254979	3338178	29806583
20170501 71294	123607	710713	29798950
20170501 328792	117000	956642	29740635
20170501 119579	288516	2685003	29739086
20170501 319522	106964	689680	29726250
20170501 155384	173692	1724893	29715657
20170501 286376	339755	2552634	29682249
20170501 268226	489201	2346931	29667895
20170501 407780	219634	2017973	29663484
20170501 70397	612760	3161255	29661833
20170501 382147	310963	6285434	29659733
20170501 124382	347789	2992167	29629319
20170501 258962	365618	2290168	29628456
20170501 99047	247797	1678396	29608295
20170501 233524	129030	809225	29594194
20170501 214159	128332	1941929	29573846
20170501 344423	149783	1484283	29559109
20170501 78314	299363	3623342	29526485
20170501 150300	343696	3459919	29512550
20170501 283248	452550	2692437	29504353
20170501 41032	350024	3826939	29485870
20170501 164739	232930	3201620	29473614
20170501 391148	178284	1180897	29455764
20170501 322253	473405	3948073	29411716
20170501 214174	324190	3115331	29403668
20170501 130799	398200	4523722	29401717
20170501 200727	414796	8733676	29399447
20170501 98685	1091478	10541538	29398640
20170501 257430	99012	1091869	29394489
20170501 399598	171825	863744	29374776
20170501 231268	165837	1615659	29344460
20170501 372984	238676	1733203	29337591
20170501 295907	232852	1643084	29298498
20170501 14383	189418	2938707	29278932
20170501 224266	252816	2622935	29214796
20170501 519	492809	16032572	29212035
20170501 253003	338107	3202847	29197811
20170501 357668	87445	547938	29158874
20170501 91276	137467	2369714	29157825
20170501 348752	186490	1015909	29151447
20170501 8049	372988	4235911	29150348
20170501 17827	281757	6499743	29131714
20170501 153835	299098	3272554	29125479
20170501 118030	363303	2745930	29113321
20170501 355474	279494	1802584	29086911
20170501 170301	339430	2028927	29079624
20170501 255332	564199	3537131	29068306
20170501 381358	455274	4941125	29053502
20170501 239191	368215	2723783	29022453
20170501 132672	185497	3621985	29020480
20170501 148002	342356	3497390	28968433
20170501 186782	779896	5266691	28968307
20170501 75039	260027	2997222	28947511
20170501 370889	176679	1357731	28940457
20170501 278987	143451	1710420	28916748
20170501 373133	230660	891636	28914178
20170501 126876	477022	2958319	28882405
20170501 191656	196688	3481517	28863490
20170501 10695	226869	2743775	28862081
20170501 1257	373192	4099804	28844278
20170501 139825	440702	8497751	28841626
20170501 164493	364580	2482661	28841056
20170501 13494	192183	1048248	28840700
20170501 84153	224314	3110343	28806812
20170501 69617	382741	3898052	28799333
20170501 71810	372238	3573856	28795098
20170501 359264	532421	3004650	28780432
20170501 256313	753616	13348471	28773623
20170501 180980	124824	711852	28773564
20170501 195843	431082	4318213	28764222
20170501 344293	196785	1154794	28683466
20170501 336525	319147	3370969	28675967
20170501 224268	385841	3782802	28674684
20170501 148161	197756	2009192	28672429
20170501 87143	263885	4562724	28666076
20170501 146623	408955	2239902	28654449
20170501 6745	372995	11167538	28630878
20170501 242999	210991	1984388	28626210
20170501 115129	293901	2060388	28619817
20170501 284339	336663	2965839	28611157
20170501 271839	234722	1701249	28597136
20170501 282964	189974	1047297	28566501
20170501 125642	234810	5287398	28550737
20170501 170600	331708	4433727	28544794
20170501 157461	281178	2036695	28536960
20170501 71323	310461	4258096	28518593
20170501 131001	435709	2954893	28515608
20170501 239264	397470	2280732	28512951
20170501 391839	327350	1963279	28507356
20170501 114459	294646	1483595	28496774
20170501 401261	542438	3244313	28496617
20170501 244325	327717	2248346	28485072
20170501 254302	217892	1391595	28472941
20170501 234185	169172	1316464	28463306
20170501 381947	221379	1180960	28456501
20170501 147262	265320	4754348	28443801
20170501 2337	603954	6206895	28438468
20170501 249268	277385	2193090	28418401
20170501 173013	423887	3268202	28394320
20170501 353	705971	7990361	28372729
